# TABLE NO.     2: NUTS Bayesian Analysis: Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION: Problem=1 Subproblem=0 Superproblem1=0 Iteration1=0 Superproblem2=0 Iteration2=0
ITERATION,THETA1,THETA2,THETA3,THETA4,"SIGMA(1,1)","OMEGA(1,1)","OMEGA(2,1)","OMEGA(2,2)","OMEGA(3,1)","OMEGA(3,2)","OMEGA(3,3)","OMEGA(4,1)","OMEGA(4,2)","OMEGA(4,3)","OMEGA(4,4)",MCMCOBJ
789,1.63401E+00,1.60482E+00,7.93040E-01,2.35615E+00,5.56396E-02,4.68661E-02,3.37840E-02,6.36342E-02,-4.36558E-02,-4.72247E-02,1.14971E-01,6.99184E-02,3.62380E-02,-9.54618E-02,2.71801E-01,-2743.5620800676002
790,1.61375E+00,1.54726E+00,7.77128E-01,2.43245E+00,5.39837E-02,7.73218E-02,6.85749E-02,9.10156E-02,-6.28923E-02,-5.07695E-02,1.37241E-01,1.29686E-01,1.10322E-01,-1.73070E-01,3.64716E-01,-2764.4570337138680
791,1.61468E+00,1.54802E+00,8.00077E-01,2.34832E+00,6.06376E-02,5.23530E-02,5.59181E-02,9.00342E-02,-5.61388E-02,-6.05390E-02,1.34190E-01,9.90845E-02,1.05714E-01,-1.59778E-01,3.09550E-01,-2733.6294739503637
792,1.63545E+00,1.59821E+00,7.60970E-01,2.51092E+00,5.57317E-02,6.09565E-02,4.82969E-02,6.66827E-02,-4.24878E-02,-1.87314E-02,1.46362E-01,8.57191E-02,7.02849E-02,-1.44693E-01,2.66995E-01,-2754.7801819069296
793,1.65006E+00,1.57848E+00,7.86359E-01,2.42262E+00,5.76687E-02,4.50537E-02,4.81540E-02,1.04002E-01,-3.02658E-02,-2.85552E-02,1.12233E-01,7.68789E-02,8.97119E-02,-1.06788E-01,2.32547E-01,-2710.1053255094566
794,1.62989E+00,1.55814E+00,7.11883E-01,2.42768E+00,5.89969E-02,4.72469E-02,3.74512E-02,7.08468E-02,-1.25660E-02,-1.25690E-02,9.13361E-02,7.87233E-02,6.25294E-02,-7.27405E-02,2.67953E-01,-2637.8932792662008
795,1.63549E+00,1.58934E+00,8.27220E-01,2.41149E+00,6.34589E-02,5.84287E-02,5.52372E-02,1.01660E-01,-2.87935E-02,-1.82592E-02,8.90685E-02,9.09173E-02,8.65227E-02,-8.52562E-02,2.65218E-01,-2677.2190693838843
796,1.63697E+00,1.63603E+00,7.55616E-01,2.44634E+00,6.32672E-02,5.21265E-02,4.07213E-02,7.52046E-02,-3.51233E-02,-1.83696E-02,9.58869E-02,9.25018E-02,7.67815E-02,-1.07658E-01,2.69668E-01,-2735.8832700958064
797,1.63748E+00,1.55160E+00,7.93893E-01,2.37125E+00,5.56599E-02,5.78424E-02,5.89393E-02,1.01836E-01,-2.98830E-02,-3.31401E-02,7.73858E-02,8.29541E-02,8.74350E-02,-1.07506E-01,2.73419E-01,-2733.7171835142217
798,1.64656E+00,1.59031E+00,7.63996E-01,2.48513E+00,7.11767E-02,5.91970E-02,6.21335E-02,1.14723E-01,-3.09973E-02,-3.63189E-02,8.09774E-02,9.14641E-02,9.56902E-02,-9.97629E-02,2.64631E-01,-2698.4052135560119
799,1.63903E+00,1.62696E+00,7.77408E-01,2.47594E+00,5.66008E-02,5.70412E-02,5.05962E-02,8.66799E-02,-3.96094E-02,-2.29149E-02,7.14700E-02,1.05689E-01,9.35831E-02,-1.07012E-01,3.12231E-01,-2710.5190032372761
800,1.66103E+00,1.62254E+00,8.14848E-01,2.48263E+00,6.36769E-02,4.08421E-02,3.13283E-02,5.94485E-02,-3.50192E-02,-1.93864E-02,1.05230E-01,6.35750E-02,5.64815E-02,-1.24420E-01,2.45228E-01,-2738.3330804480574
801,1.62577E+00,1.56982E+00,7.36226E-01,2.50489E+00,7.11133E-02,4.21838E-02,3.10984E-02,5.02782E-02,-4.24096E-02,-3.09075E-02,1.21974E-01,7.44610E-02,5.83761E-02,-1.43355E-01,2.66552E-01,-2730.5705700475664
802,1.58469E+00,1.53620E+00,8.34003E-01,2.34524E+00,5.62647E-02,5.99522E-02,4.72727E-02,8.93241E-02,-1.16688E-02,-6.14523E-03,1.01247E-01,8.76102E-02,8.67527E-02,-1.03043E-01,3.14695E-01,-2715.0281262285303
803,1.62906E+00,1.54624E+00,8.60597E-01,2.43367E+00,4.53919E-02,6.08852E-02,5.10147E-02,9.08667E-02,-4.32561E-02,-8.62286E-03,1.55111E-01,1.08928E-01,8.48450E-02,-1.45017E-01,2.97902E-01,-2730.1888154874846
804,1.67286E+00,1.59659E+00,8.21581E-01,2.46793E+00,5.55451E-02,5.20990E-02,5.16285E-02,1.01448E-01,-2.47549E-02,-3.43328E-03,1.47664E-01,6.41891E-02,4.20378E-02,-1.07224E-01,2.45343E-01,-2706.5550684659815
805,1.64346E+00,1.59595E+00,8.54990E-01,2.40918E+00,5.96624E-02,5.01402E-02,4.42555E-02,6.57773E-02,-5.71970E-02,-3.25814E-02,2.04110E-01,7.62462E-02,6.50568E-02,-1.55264E-01,2.55721E-01,-2714.9432332737174
806,1.64440E+00,1.57553E+00,8.13294E-01,2.43938E+00,6.35082E-02,5.47409E-02,4.60732E-02,8.16305E-02,-1.87079E-02,-1.37394E-02,1.66152E-01,8.12872E-02,6.21195E-02,-1.29143E-01,3.06045E-01,-2681.2561884991383
807,1.62790E+00,1.57779E+00,8.26861E-01,2.48488E+00,5.31617E-02,4.45923E-02,4.13789E-02,6.73034E-02,-2.71298E-02,-2.47731E-02,1.52357E-01,7.33964E-02,7.96737E-02,-1.22856E-01,2.80412E-01,-2707.2694650871076
808,1.64919E+00,1.59156E+00,8.13922E-01,2.42802E+00,5.53437E-02,4.34596E-02,3.38834E-02,7.20559E-02,-2.82881E-02,3.37664E-03,1.76199E-01,9.08802E-02,5.44554E-02,-1.21009E-01,3.46352E-01,-2646.1965257552820
809,1.65856E+00,1.58704E+00,7.98899E-01,2.38352E+00,5.68337E-02,6.09649E-02,4.60353E-02,6.65259E-02,-3.98620E-02,-2.32350E-02,1.44060E-01,8.01306E-02,6.51900E-02,-7.31692E-02,2.19527E-01,-2658.2242915167481
810,1.61062E+00,1.56119E+00,7.13621E-01,2.37152E+00,5.73918E-02,4.41245E-02,3.26891E-02,6.87890E-02,-8.33790E-03,-1.12917E-02,1.51416E-01,6.16139E-02,5.55612E-02,-5.56324E-02,2.13915E-01,-2643.0135804004026
811,1.62284E+00,1.54057E+00,7.75380E-01,2.32842E+00,5.03611E-02,5.81019E-02,5.43167E-02,9.29787E-02,-4.28706E-02,-2.06543E-02,2.37377E-01,7.99775E-02,6.80914E-02,-1.25945E-01,2.61796E-01,-2645.4596659980361
812,1.61244E+00,1.51031E+00,6.78192E-01,2.28168E+00,5.35860E-02,5.31543E-02,4.52077E-02,7.77817E-02,-2.39000E-02,-1.45083E-02,1.64555E-01,7.16512E-02,7.61535E-02,-1.03184E-01,2.74967E-01,-2655.6288200441031
813,1.60683E+00,1.53187E+00,7.23722E-01,2.35565E+00,5.63859E-02,3.72584E-02,3.34961E-02,6.83014E-02,-2.71282E-02,-9.82498E-03,1.86164E-01,6.02327E-02,5.14653E-02,-1.13584E-01,2.18508E-01,-2713.6161237322949
814,1.59638E+00,1.50636E+00,6.71103E-01,2.31172E+00,5.75062E-02,4.04084E-02,3.58305E-02,6.44182E-02,-2.55010E-02,-1.76050E-02,1.39728E-01,6.53333E-02,5.13731E-02,-1.11070E-01,2.42311E-01,-2659.7939435947874
815,1.61876E+00,1.55556E+00,6.49474E-01,2.33610E+00,5.98221E-02,3.56616E-02,3.10093E-02,8.87000E-02,-2.89870E-02,-5.84817E-03,1.36783E-01,7.48944E-02,4.21938E-02,-1.18220E-01,3.45246E-01,-2621.3436672019247
816,1.59925E+00,1.56810E+00,9.10675E-01,2.35029E+00,5.69062E-02,6.33677E-02,4.20058E-02,7.15979E-02,-1.86151E-02,-7.43927E-03,1.73989E-01,7.76418E-02,5.44108E-02,-8.57804E-02,2.02773E-01,-2618.4103176155381
817,1.64683E+00,1.59691E+00,7.64654E-01,2.34897E+00,6.42993E-02,6.14573E-02,3.85748E-02,7.35656E-02,-3.55700E-02,-1.98292E-02,1.92711E-01,7.70688E-02,4.18481E-02,-8.37644E-02,2.29420E-01,-2586.0816496529692
818,1.64532E+00,1.60201E+00,7.80100E-01,2.36041E+00,6.08159E-02,6.29754E-02,4.53163E-02,7.74156E-02,-2.90654E-02,-2.95379E-02,2.03637E-01,8.00333E-02,4.56728E-02,-8.52355E-02,2.36235E-01,-2619.4700561609543
819,1.59928E+00,1.51987E+00,7.34991E-01,2.39872E+00,6.19216E-02,4.13032E-02,4.31017E-02,7.74544E-02,-3.53121E-02,-3.94590E-02,1.70424E-01,6.50925E-02,7.13029E-02,-1.09905E-01,2.34701E-01,-2620.1070510760746
820,1.60615E+00,1.52698E+00,6.73927E-01,2.30500E+00,6.29172E-02,5.00004E-02,2.98761E-02,5.87415E-02,-2.83718E-02,-3.20388E-02,1.81924E-01,8.06605E-02,5.67068E-02,-1.12568E-01,2.69225E-01,-2624.7600170755691
821,1.63221E+00,1.56168E+00,7.26383E-01,2.37125E+00,4.46945E-02,4.46620E-02,3.32419E-02,6.49771E-02,-8.52319E-03,1.01139E-02,2.12600E-01,5.96041E-02,3.13047E-02,-5.67118E-02,2.10928E-01,-2642.2613481206067
822,1.63873E+00,1.60840E+00,7.19885E-01,2.39265E+00,5.26513E-02,5.00741E-02,4.45197E-02,8.33827E-02,-3.45295E-02,-3.35886E-02,1.41479E-01,8.23766E-02,8.11842E-02,-1.09922E-01,2.86262E-01,-2672.6594044898557
823,1.58913E+00,1.54483E+00,7.19315E-01,2.27630E+00,5.11262E-02,5.06697E-02,3.09036E-02,5.52868E-02,-1.49730E-02,-3.82738E-03,1.94064E-01,8.21705E-02,4.40393E-02,-7.08026E-02,2.32217E-01,-2651.4722026707614
824,1.57851E+00,1.52249E+00,6.80610E-01,2.34125E+00,5.47110E-02,6.10086E-02,4.53393E-02,8.21804E-02,-3.33168E-02,-2.97555E-02,1.67722E-01,1.08898E-01,6.79495E-02,-1.12445E-01,3.16312E-01,-2667.6010314805940
825,1.62544E+00,1.55226E+00,8.02150E-01,2.32356E+00,5.76946E-02,4.74181E-02,3.66774E-02,8.00175E-02,-1.26436E-02,-1.45078E-02,1.51682E-01,7.09508E-02,4.82302E-02,-1.26505E-01,3.43337E-01,-2654.5436382627181
826,1.63449E+00,1.56921E+00,8.26687E-01,2.39474E+00,5.01229E-02,6.15597E-02,4.68141E-02,7.24497E-02,-4.63734E-02,-2.66116E-02,1.45416E-01,1.20224E-01,7.50646E-02,-1.57578E-01,3.60579E-01,-2683.3277185684306
827,1.61616E+00,1.58327E+00,8.13097E-01,2.33936E+00,5.64592E-02,6.21908E-02,5.33855E-02,1.04422E-01,-2.20916E-02,-3.54683E-02,1.52547E-01,8.58080E-02,5.39104E-02,-9.82801E-02,2.67764E-01,-2636.5256307190512
828,1.64362E+00,1.55513E+00,6.87356E-01,2.42313E+00,5.90323E-02,4.56509E-02,3.92907E-02,6.78817E-02,-3.82132E-02,-2.87271E-02,1.25438E-01,7.42207E-02,6.54647E-02,-1.26585E-01,2.47674E-01,-2670.2554472875295
829,1.61754E+00,1.55035E+00,8.50003E-01,2.31002E+00,5.59488E-02,4.40238E-02,2.51140E-02,5.18975E-02,-2.70693E-02,-7.65209E-03,1.66805E-01,6.02127E-02,4.52174E-02,-8.52577E-02,1.85997E-01,-2675.2970077811196
830,1.63408E+00,1.59046E+00,6.28658E-01,2.40018E+00,5.37285E-02,4.54134E-02,4.80163E-02,1.17267E-01,-4.07517E-02,-4.03138E-02,1.25412E-01,7.31486E-02,6.36039E-02,-1.15647E-01,2.49174E-01,-2632.9559640270290
831,1.60274E+00,1.53065E+00,8.60623E-01,2.37622E+00,6.07667E-02,5.53371E-02,4.98417E-02,1.00741E-01,-2.58005E-02,-1.20064E-02,1.27344E-01,1.00211E-01,9.37309E-02,-1.17442E-01,3.35402E-01,-2666.0451069488322
832,1.64132E+00,1.55217E+00,6.98966E-01,2.51170E+00,5.63666E-02,6.75000E-02,6.68016E-02,1.16683E-01,-3.30658E-02,-2.42759E-02,1.09680E-01,1.26434E-01,1.26953E-01,-1.15225E-01,3.89638E-01,-2662.5622245286913
833,1.62869E+00,1.58891E+00,8.24970E-01,2.36298E+00,5.33879E-02,4.99068E-02,4.96895E-02,9.20825E-02,-1.41275E-02,8.99425E-04,9.21866E-02,7.40611E-02,7.93885E-02,-5.81946E-02,2.55502E-01,-2709.7612292535782
834,1.66092E+00,1.60987E+00,7.38609E-01,2.52006E+00,4.98856E-02,6.51504E-02,6.48112E-02,1.23095E-01,-1.70025E-02,-7.98511E-04,9.75698E-02,9.68969E-02,1.03387E-01,-8.17814E-02,3.00154E-01,-2687.1462825972640
835,1.64392E+00,1.63455E+00,7.94195E-01,2.39121E+00,5.39660E-02,6.84233E-02,6.68917E-02,1.14640E-01,-2.11260E-02,9.77295E-03,1.46194E-01,1.19220E-01,1.33686E-01,-9.31719E-02,3.49812E-01,-2648.5548447698370
836,1.63184E+00,1.57061E+00,7.32156E-01,2.39522E+00,5.45426E-02,5.59451E-02,4.04082E-02,9.34082E-02,-2.86528E-02,1.77012E-02,1.31967E-01,6.92374E-02,3.38507E-02,-9.37484E-02,2.18349E-01,-2684.8353854613542
837,1.62278E+00,1.56583E+00,7.05583E-01,2.38804E+00,5.53133E-02,6.06702E-02,5.86846E-02,9.69491E-02,-1.59495E-02,4.01489E-03,8.88233E-02,9.61003E-02,8.43111E-02,-8.26876E-02,2.93519E-01,-2720.0172905198901
838,1.64286E+00,1.60593E+00,7.61987E-01,2.35566E+00,5.38845E-02,5.80036E-02,3.96769E-02,7.54078E-02,-2.12707E-02,9.96265E-03,1.08402E-01,8.56698E-02,5.16354E-02,-8.36081E-02,2.38529E-01,-2691.6350094932127
839,1.59112E+00,1.60185E+00,6.84335E-01,2.34440E+00,5.73112E-02,5.99570E-02,4.43971E-02,6.61345E-02,-2.14240E-02,-2.46621E-03,9.75918E-02,1.01681E-01,7.69955E-02,-1.18323E-01,3.45570E-01,-2713.7304280292474
840,1.63347E+00,1.63141E+00,7.18597E-01,2.41438E+00,5.29567E-02,5.07429E-02,3.50744E-02,5.80330E-02,-1.88807E-02,-4.88013E-03,9.21839E-02,8.99707E-02,5.58588E-02,-9.67268E-02,3.12571E-01,-2733.8884988041282
841,1.57947E+00,1.60124E+00,7.24381E-01,2.29077E+00,5.87823E-02,5.13510E-02,2.27531E-02,5.29608E-02,-3.60127E-02,-1.36662E-02,8.83612E-02,8.59813E-02,3.00441E-02,-9.93473E-02,2.74234E-01,-2687.6820073519948
842,1.61867E+00,1.61208E+00,7.43761E-01,2.32569E+00,5.74065E-02,4.73662E-02,2.87387E-02,5.36190E-02,-1.82080E-02,-8.20832E-03,7.15014E-02,8.27964E-02,3.95224E-02,-7.93713E-02,3.19751E-01,-2707.2760527478436
843,1.60866E+00,1.63036E+00,7.19735E-01,2.34509E+00,6.89487E-02,4.20245E-02,1.38180E-02,6.52362E-02,-2.60664E-02,-2.71923E-03,6.51377E-02,8.84325E-02,-5.69553E-03,-9.19372E-02,3.16185E-01,-2679.2381530491225
844,1.63307E+00,1.59311E+00,7.44025E-01,2.36402E+00,5.64480E-02,4.71005E-02,2.57554E-02,5.92483E-02,-2.76657E-02,-7.05014E-03,7.33022E-02,8.21458E-02,2.23292E-02,-8.01030E-02,2.92822E-01,-2649.4616440594823
845,1.61261E+00,1.63653E+00,7.63316E-01,2.34637E+00,6.52430E-02,4.86690E-02,3.16182E-02,6.93547E-02,-2.87724E-02,-2.74159E-02,1.17569E-01,8.14233E-02,4.18518E-02,-7.47654E-02,2.66291E-01,-2648.9411074477457
846,1.65728E+00,1.60938E+00,7.37082E-01,2.39727E+00,6.15237E-02,5.47767E-02,3.56621E-02,7.55121E-02,-2.18070E-02,-1.96637E-02,1.23457E-01,1.12382E-01,6.66287E-02,-7.76245E-02,3.85430E-01,-2573.4053688493264
847,1.62519E+00,1.62680E+00,7.04167E-01,2.37500E+00,7.54880E-02,5.31677E-02,2.35564E-02,4.57823E-02,-2.54601E-02,-7.89665E-03,9.51934E-02,9.57495E-02,3.15127E-02,-6.94696E-02,3.24345E-01,-2637.0404055962172
848,1.61697E+00,1.62475E+00,7.83906E-01,2.37190E+00,6.05335E-02,4.50441E-02,2.81111E-02,5.96793E-02,-2.12732E-02,-2.66518E-02,1.06808E-01,6.95058E-02,4.15801E-02,-8.07196E-02,2.74323E-01,-2620.0871414874341
849,1.67532E+00,1.63007E+00,8.02812E-01,2.46207E+00,8.64786E-02,5.18417E-02,3.18371E-02,6.51993E-02,-4.81176E-02,-4.07789E-02,1.60267E-01,7.65805E-02,2.84093E-02,-9.59718E-02,2.71497E-01,-2525.7349969491793
850,1.65316E+00,1.55450E+00,8.15753E-01,2.36142E+00,8.18308E-02,5.69621E-02,3.29054E-02,5.44436E-02,-4.88405E-02,-2.75890E-02,1.36537E-01,8.42595E-02,4.20338E-02,-8.60624E-02,2.40326E-01,-2555.5798310547143
851,1.65877E+00,1.60347E+00,8.61329E-01,2.48579E+00,6.76732E-02,5.18679E-02,4.11155E-02,6.13615E-02,-4.68517E-02,-2.21603E-02,1.80294E-01,1.01539E-01,7.67379E-02,-1.43812E-01,3.86788E-01,-2616.9335413487329
852,1.60709E+00,1.56514E+00,7.97828E-01,2.39899E+00,5.84538E-02,3.82814E-02,2.49391E-02,4.69408E-02,-1.06962E-02,-5.03915E-03,9.78693E-02,3.70319E-02,3.36850E-02,-7.48175E-02,1.87905E-01,-2642.3528895117670
853,1.56477E+00,1.53874E+00,6.63977E-01,2.26222E+00,6.26978E-02,4.01094E-02,2.10364E-02,4.84471E-02,-2.00552E-02,1.46582E-02,1.10917E-01,7.66432E-02,3.93035E-02,-6.94897E-02,2.61750E-01,-2643.8258226595253
854,1.59012E+00,1.53169E+00,7.15485E-01,2.34100E+00,5.47366E-02,6.46025E-02,4.34966E-02,7.01493E-02,-1.36196E-02,-8.66021E-03,9.71446E-02,1.13916E-01,7.04695E-02,-8.31203E-02,3.33033E-01,-2660.8667801337483
855,1.58278E+00,1.54562E+00,6.37468E-01,2.22996E+00,5.42411E-02,4.21477E-02,2.20215E-02,4.46795E-02,-2.54058E-02,-9.04131E-03,1.07658E-01,8.64975E-02,4.05982E-02,-6.94622E-02,2.94836E-01,-2704.1979029908603
856,1.61320E+00,1.64946E+00,6.73035E-01,2.33259E+00,6.35559E-02,4.30924E-02,2.53367E-02,6.46827E-02,-1.76620E-02,-2.02928E-03,9.41344E-02,9.16145E-02,2.30603E-02,-8.03654E-02,4.02044E-01,-2665.0635200264855
857,1.65820E+00,1.61868E+00,7.86197E-01,2.42880E+00,5.95892E-02,5.26938E-02,3.77876E-02,6.98566E-02,-2.80525E-02,-3.61861E-02,9.67756E-02,7.18330E-02,4.98177E-02,-6.50484E-02,2.25469E-01,-2688.5572288621215
858,1.60687E+00,1.52397E+00,7.07932E-01,2.37778E+00,5.42009E-02,4.09371E-02,2.40516E-02,5.18878E-02,-2.18395E-02,-9.55467E-03,1.12576E-01,7.10030E-02,2.25413E-02,-1.04002E-01,2.80071E-01,-2707.6592678694628
859,1.56928E+00,1.48739E+00,7.63163E-01,2.32420E+00,5.87168E-02,5.37012E-02,3.02356E-02,6.20989E-02,-3.62481E-02,-1.58936E-02,1.63304E-01,9.34011E-02,3.71900E-02,-1.23351E-01,3.05978E-01,-2668.1290867734688
860,1.56823E+00,1.51623E+00,7.25688E-01,2.32200E+00,6.21806E-02,5.51631E-02,3.47845E-02,6.77395E-02,-4.11819E-02,-2.12922E-02,1.55148E-01,9.26670E-02,4.57115E-02,-1.40285E-01,2.96947E-01,-2668.5802857307772
861,1.63193E+00,1.60189E+00,7.82270E-01,2.40523E+00,5.99910E-02,5.64488E-02,3.99442E-02,5.67719E-02,-4.01141E-02,-2.17124E-02,1.58063E-01,8.43641E-02,4.75961E-02,-1.25913E-01,2.28790E-01,-2672.6187027893711
862,1.63117E+00,1.58843E+00,7.78408E-01,2.39022E+00,5.34346E-02,6.19750E-02,3.76542E-02,5.19569E-02,-4.42271E-02,-2.18358E-02,1.66099E-01,9.59486E-02,4.24555E-02,-1.19358E-01,2.51830E-01,-2661.7670474458496
863,1.61815E+00,1.56563E+00,7.66053E-01,2.37571E+00,5.73327E-02,5.81863E-02,3.93121E-02,6.14532E-02,-4.95583E-02,-1.61820E-02,1.77727E-01,9.52878E-02,5.21702E-02,-1.44438E-01,2.45498E-01,-2652.2656971317429
864,1.62719E+00,1.56430E+00,7.44659E-01,2.42592E+00,5.44036E-02,6.11209E-02,3.76240E-02,5.45061E-02,-4.24496E-02,-3.64058E-03,1.98064E-01,9.15789E-02,3.70252E-02,-1.31101E-01,2.35458E-01,-2660.3512980662340
865,1.59149E+00,1.50910E+00,6.94865E-01,2.38812E+00,6.59823E-02,4.97986E-02,3.33314E-02,6.70547E-02,-3.60983E-02,7.93408E-03,1.56968E-01,7.70074E-02,3.36197E-02,-1.44925E-01,2.72551E-01,-2664.5058970512587
866,1.62382E+00,1.54453E+00,7.95311E-01,2.37132E+00,6.23504E-02,5.80607E-02,4.77547E-02,7.66570E-02,-2.82498E-02,-8.53635E-03,1.36690E-01,9.79486E-02,8.20411E-02,-8.83266E-02,2.77771E-01,-2663.0878440696097
867,1.61682E+00,1.53062E+00,7.84843E-01,2.38995E+00,5.59776E-02,5.47652E-02,3.52456E-02,5.66957E-02,-2.12125E-02,1.46977E-02,1.14976E-01,8.49591E-02,4.43438E-02,-1.04114E-01,3.32437E-01,-2683.2910353494799
868,1.61513E+00,1.53082E+00,7.57117E-01,2.39220E+00,5.30944E-02,7.40692E-02,6.10389E-02,8.72709E-02,-1.19570E-03,1.22206E-02,1.52882E-01,1.20284E-01,9.15509E-02,-6.86334E-02,3.51279E-01,-2668.9272408597931
869,1.67459E+00,1.61767E+00,7.68467E-01,2.39062E+00,5.10322E-02,6.00997E-02,4.84991E-02,8.02443E-02,-2.85352E-02,-2.27809E-02,1.55382E-01,8.46135E-02,7.47456E-02,-8.53820E-02,2.37797E-01,-2720.4041532364440
870,1.57086E+00,1.50053E+00,6.43747E-01,2.39580E+00,5.48485E-02,5.59119E-02,4.06101E-02,6.69480E-02,-1.65956E-02,1.96386E-02,2.20836E-01,1.01649E-01,7.60223E-02,-7.75187E-02,3.00587E-01,-2620.2824850830098
871,1.61808E+00,1.58476E+00,9.14388E-01,2.36632E+00,6.03668E-02,4.88992E-02,3.37845E-02,5.93814E-02,-2.13289E-02,-1.05869E-03,1.79128E-01,8.96698E-02,6.34225E-02,-1.08989E-01,2.90377E-01,-2671.4525180712349
872,1.63094E+00,1.53260E+00,7.80390E-01,2.37176E+00,5.49434E-02,6.64139E-02,5.29245E-02,6.95546E-02,-4.93558E-02,-2.39550E-02,2.33582E-01,1.10691E-01,8.42358E-02,-1.76507E-01,3.08220E-01,-2713.4242604115980
873,1.63586E+00,1.59269E+00,7.60603E-01,2.47049E+00,6.44491E-02,4.10258E-02,2.24270E-02,4.62617E-02,-3.84922E-02,5.71367E-04,1.60169E-01,6.27775E-02,3.06264E-02,-1.32151E-01,2.57898E-01,-2661.6759865887811
874,1.61907E+00,1.52290E+00,7.71329E-01,2.38974E+00,6.30401E-02,5.23430E-02,3.89968E-02,6.58752E-02,-5.03018E-02,-3.27508E-02,2.05705E-01,1.03020E-01,9.10990E-02,-1.69922E-01,3.43285E-01,-2607.7527720144953
875,1.62469E+00,1.51933E+00,7.49401E-01,2.43157E+00,5.94110E-02,4.30000E-02,2.47430E-02,4.19067E-02,-3.34076E-02,-1.04336E-02,1.46160E-01,7.42643E-02,4.65881E-02,-1.05821E-01,2.51537E-01,-2714.6782638635423
876,1.65494E+00,1.55478E+00,8.29370E-01,2.42230E+00,5.08207E-02,4.43675E-02,2.77664E-02,4.51664E-02,-4.79711E-02,-3.64034E-02,1.88755E-01,6.82174E-02,6.43821E-02,-1.24707E-01,2.14362E-01,-2714.1631936694125
877,1.58474E+00,1.51266E+00,8.63020E-01,2.34621E+00,5.38349E-02,5.88848E-02,4.50901E-02,7.42103E-02,-3.40384E-02,-8.99163E-03,1.62577E-01,9.22940E-02,9.07646E-02,-9.08221E-02,2.54906E-01,-2696.5058054609731
878,1.66952E+00,1.60527E+00,7.97914E-01,2.53335E+00,5.20365E-02,5.12568E-02,3.06617E-02,4.92977E-02,-2.37472E-02,-5.48624E-03,1.04901E-01,7.50087E-02,6.14056E-02,-8.75956E-02,2.70451E-01,-2693.2223009413137
879,1.57490E+00,1.54072E+00,8.02162E-01,2.32810E+00,5.72829E-02,5.40209E-02,4.59953E-02,7.24566E-02,-3.93975E-02,-4.03924E-02,1.75471E-01,1.04138E-01,9.99146E-02,-1.37259E-01,3.67119E-01,-2639.8749298175917
880,1.64133E+00,1.59058E+00,7.52708E-01,2.39047E+00,4.71789E-02,5.93855E-02,3.72724E-02,5.93181E-02,-4.03171E-02,-2.49062E-02,1.52722E-01,1.17976E-01,6.95960E-02,-1.28363E-01,3.77095E-01,-2654.9685014887677
881,1.63377E+00,1.61864E+00,7.50455E-01,2.36021E+00,4.76573E-02,5.95127E-02,4.26899E-02,7.12729E-02,-4.14829E-02,-3.41604E-02,1.77820E-01,1.20804E-01,9.18922E-02,-1.51141E-01,3.94248E-01,-2659.1364835884533
882,1.56390E+00,1.56270E+00,7.87610E-01,2.31289E+00,5.90944E-02,5.98598E-02,4.47364E-02,6.89205E-02,-2.34479E-02,-1.44667E-02,1.75682E-01,1.10400E-01,5.77698E-02,-8.28157E-02,3.73079E-01,-2669.3964393381088
883,1.63560E+00,1.56015E+00,7.97206E-01,2.56211E+00,5.66708E-02,4.66136E-02,4.63140E-02,8.96218E-02,-3.68791E-02,-5.12620E-02,1.45331E-01,7.85047E-02,9.60705E-02,-1.13184E-01,2.94089E-01,-2679.9656941174394
884,1.65906E+00,1.58420E+00,7.74918E-01,2.57510E+00,5.28510E-02,5.26580E-02,5.19165E-02,1.01985E-01,-3.78913E-02,-4.37341E-02,1.53312E-01,7.95951E-02,8.50177E-02,-1.18105E-01,2.90482E-01,-2690.2781770557422
885,1.67048E+00,1.60905E+00,7.75282E-01,2.52305E+00,4.34358E-02,5.83683E-02,5.42721E-02,9.47394E-02,-2.70086E-02,-8.91180E-04,1.63969E-01,7.74668E-02,7.43962E-02,-1.01010E-01,2.83326E-01,-2708.6184945460595
886,1.63077E+00,1.61399E+00,7.35223E-01,2.37306E+00,6.27789E-02,5.34477E-02,5.23094E-02,1.05425E-01,-2.86422E-02,-2.38008E-02,9.12279E-02,7.04909E-02,6.48355E-02,-5.83665E-02,2.21563E-01,-2665.9405103646009
887,1.64281E+00,1.67307E+00,7.49680E-01,2.42485E+00,5.52384E-02,5.41985E-02,4.61936E-02,8.47861E-02,-3.38466E-02,-2.13379E-02,1.51747E-01,8.21128E-02,7.62010E-02,-8.48654E-02,2.43258E-01,-2666.9012151016636
888,1.62741E+00,1.59752E+00,7.52478E-01,2.38206E+00,5.51033E-02,5.64259E-02,4.34819E-02,7.31638E-02,-1.73929E-02,-7.66299E-03,1.77158E-01,9.10771E-02,8.15772E-02,-8.90757E-02,2.69846E-01,-2671.7489675790307
889,1.64505E+00,1.57247E+00,7.66635E-01,2.47571E+00,5.39596E-02,5.61369E-02,3.66047E-02,7.90377E-02,-4.56371E-02,-4.05358E-02,1.13261E-01,8.62595E-02,8.30951E-02,-1.07031E-01,2.80590E-01,-2712.3761652824605
