# TABLE NO.     2: NUTS Bayesian Analysis: Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION: Problem=1 Subproblem=0 Superproblem1=0 Iteration1=0 Superproblem2=0 Iteration2=0
ITERATION,THETA1,THETA2,THETA3,THETA4,"SIGMA(1,1)","OMEGA(1,1)","OMEGA(2,1)","OMEGA(2,2)","OMEGA(3,1)","OMEGA(3,2)","OMEGA(3,3)","OMEGA(4,1)","OMEGA(4,2)","OMEGA(4,3)","OMEGA(4,4)",MCMCOBJ
23,1.63038E+00,1.50168E+00,7.32109E-01,2.44086E+00,5.14346E-02,4.90765E-02,3.54007E-02,8.52784E-02,-2.03356E-02,1.42988E-02,2.54324E-01,6.35013E-02,4.57297E-02,-7.07286E-02,1.91141E-01,-2638.6399615952541
24,1.58144E+00,1.48771E+00,8.30599E-01,2.26127E+00,5.23022E-02,7.45020E-02,8.18528E-02,1.42871E-01,-4.73653E-02,-7.19901E-02,2.28473E-01,1.10270E-01,1.18208E-01,-1.33488E-01,2.51968E-01,-2625.6002219708712
25,1.58480E+00,1.49845E+00,6.99515E-01,2.39488E+00,5.37399E-02,4.94323E-02,5.01152E-02,9.28326E-02,-2.36001E-02,-3.47118E-02,1.70976E-01,7.53324E-02,8.89020E-02,-1.32921E-01,2.79795E-01,-2670.8916519507884
26,1.62825E+00,1.59584E+00,7.70172E-01,2.42112E+00,5.59062E-02,4.63619E-02,5.17169E-02,1.04259E-01,-1.90703E-02,-2.34692E-02,1.54358E-01,8.00507E-02,9.23416E-02,-9.56128E-02,2.83530E-01,-2626.3540093819915
27,1.60814E+00,1.53234E+00,7.65188E-01,2.48295E+00,5.43005E-02,4.90856E-02,4.86559E-02,8.71581E-02,-2.10954E-02,-2.26293E-02,1.72286E-01,9.19032E-02,1.01372E-01,-9.57272E-02,3.20922E-01,-2610.3907535102476
28,1.62265E+00,1.53205E+00,6.73286E-01,2.36526E+00,4.97414E-02,5.45323E-02,4.40815E-02,7.05151E-02,-3.65214E-02,-2.59946E-02,2.35850E-01,7.13685E-02,5.91280E-02,-9.27277E-02,2.01994E-01,-2644.1700490592034
29,1.62314E+00,1.62595E+00,7.22022E-01,2.30063E+00,5.55015E-02,5.54799E-02,3.66419E-02,6.67054E-02,-3.26581E-02,-1.69453E-02,1.36661E-01,9.62825E-02,6.43953E-02,-1.02772E-01,3.49350E-01,-2663.3023012783324
30,1.59276E+00,1.56684E+00,6.77308E-01,2.34868E+00,6.34422E-02,4.36739E-02,3.36059E-02,6.41361E-02,-3.34408E-02,-1.84571E-02,1.39868E-01,6.30461E-02,3.48905E-02,-9.01038E-02,2.36959E-01,-2639.5449255616259
31,1.64987E+00,1.64302E+00,7.01167E-01,2.40311E+00,5.96206E-02,6.38988E-02,4.82906E-02,8.17068E-02,-5.20924E-02,-3.06282E-02,1.53294E-01,1.03100E-01,6.54865E-02,-1.03768E-01,2.84444E-01,-2611.0276223342025
32,1.64560E+00,1.64475E+00,7.17109E-01,2.39435E+00,6.02832E-02,6.48962E-02,4.91888E-02,8.15411E-02,-5.16330E-02,-3.18132E-02,1.52133E-01,1.04739E-01,6.63855E-02,-1.03880E-01,2.88362E-01,-2617.2334658043883
33,1.59845E+00,1.55474E+00,7.11928E-01,2.40751E+00,5.56450E-02,5.03409E-02,3.01341E-02,5.83585E-02,-4.15509E-02,-2.52484E-02,1.49636E-01,7.80408E-02,3.18594E-02,-8.49576E-02,2.40486E-01,-2651.4273864222478
34,1.60468E+00,1.52963E+00,7.43601E-01,2.36830E+00,6.24034E-02,4.68893E-02,3.53301E-02,6.92333E-02,-3.57691E-02,-3.15405E-02,1.48987E-01,5.56575E-02,5.08096E-02,-9.12549E-02,2.45814E-01,-2641.5714977126363
35,1.64182E+00,1.59065E+00,7.83538E-01,2.38447E+00,5.69101E-02,7.08385E-02,4.83703E-02,7.48409E-02,-5.08895E-02,-5.81457E-02,1.67744E-01,1.08336E-01,7.12697E-02,-1.23607E-01,2.51395E-01,-2662.4027539534895
36,1.63687E+00,1.53846E+00,7.17777E-01,2.35715E+00,5.69683E-02,5.88974E-02,4.14484E-02,6.34927E-02,-3.76610E-02,-3.70748E-02,9.86077E-02,7.67483E-02,4.41495E-02,-7.91097E-02,2.52706E-01,-2700.4150737289474
37,1.60870E+00,1.53852E+00,7.44188E-01,2.33788E+00,5.27922E-02,7.06842E-02,4.33673E-02,7.71754E-02,-3.20274E-02,-8.88417E-03,9.39993E-02,1.08574E-01,6.40716E-02,-1.10491E-01,3.34989E-01,-2717.0628220274775
38,1.59171E+00,1.51494E+00,6.43364E-01,2.28509E+00,5.07073E-02,4.75655E-02,3.70100E-02,6.38402E-02,-2.33860E-02,-6.90098E-03,9.11445E-02,8.52441E-02,6.53111E-02,-8.82384E-02,2.91578E-01,-2741.1079489280323
39,1.56048E+00,1.53344E+00,6.77101E-01,2.24942E+00,5.43132E-02,3.70971E-02,3.14741E-02,6.09436E-02,-2.15491E-02,-5.23159E-03,9.57758E-02,7.12881E-02,6.65224E-02,-1.00833E-01,2.94699E-01,-2710.8495214305112
40,1.63626E+00,1.63045E+00,6.75188E-01,2.43329E+00,6.01491E-02,6.43475E-02,5.21943E-02,1.00595E-01,-3.94279E-02,-2.34036E-02,1.08369E-01,9.73765E-02,6.61064E-02,-1.21447E-01,2.90721E-01,-2746.1424308589194
41,1.63592E+00,1.55285E+00,7.30973E-01,2.36418E+00,5.48190E-02,6.13580E-02,5.66432E-02,9.21241E-02,-2.51815E-02,-1.07968E-02,7.72164E-02,9.25464E-02,7.85996E-02,-7.84056E-02,2.53319E-01,-2766.0156331738044
42,1.62187E+00,1.58846E+00,6.76709E-01,2.45588E+00,4.80378E-02,5.10851E-02,4.29555E-02,7.08562E-02,-3.35081E-02,-2.12250E-02,9.59888E-02,8.73393E-02,7.05193E-02,-1.16573E-01,3.03944E-01,-2813.1738409272707
43,1.65542E+00,1.61782E+00,7.07247E-01,2.43698E+00,6.62903E-02,4.41836E-02,3.57837E-02,6.69754E-02,-2.04375E-02,-3.73553E-03,7.43276E-02,8.59493E-02,7.44858E-02,-9.11265E-02,3.19413E-01,-2719.0626668574378
44,1.62194E+00,1.58271E+00,7.29742E-01,2.33777E+00,5.23540E-02,4.63698E-02,2.50303E-02,5.41526E-02,-1.66038E-02,7.62505E-04,4.44662E-02,7.08222E-02,3.33990E-02,-6.66220E-02,2.52146E-01,-2786.0444684699210
45,1.61847E+00,1.56521E+00,7.35319E-01,2.35285E+00,5.02153E-02,5.02025E-02,2.60887E-02,5.74707E-02,-2.00377E-02,5.69575E-04,5.03300E-02,8.00325E-02,3.56724E-02,-7.45265E-02,2.65005E-01,-2794.9262314119342
46,1.59123E+00,1.59869E+00,7.88441E-01,2.31170E+00,5.25308E-02,5.80447E-02,5.43209E-02,1.16418E-01,-1.25716E-02,1.34544E-02,7.32930E-02,1.00235E-01,5.59028E-02,-7.33376E-02,3.40019E-01,-2709.0984825915816
47,1.60617E+00,1.57123E+00,7.76754E-01,2.36755E+00,4.93049E-02,5.20750E-02,4.71656E-02,1.01700E-01,-1.08868E-02,-2.66277E-03,7.09598E-02,8.44947E-02,4.69963E-02,-6.07682E-02,2.64918E-01,-2680.5529011528943
48,1.65774E+00,1.62635E+00,7.21118E-01,2.41461E+00,5.81227E-02,6.50043E-02,4.42787E-02,8.18958E-02,-3.13189E-02,-1.06915E-02,1.17872E-01,1.05870E-01,6.95611E-02,-9.15008E-02,3.48370E-01,-2660.0615243474463
49,1.66616E+00,1.62508E+00,7.33313E-01,2.45652E+00,5.58471E-02,7.24654E-02,7.07538E-02,1.27531E-01,-2.60106E-02,-1.82005E-02,7.90478E-02,1.26024E-01,1.18108E-01,-9.97695E-02,3.79943E-01,-2656.8450802791908
50,1.63627E+00,1.63252E+00,7.26122E-01,2.46061E+00,5.59535E-02,4.69791E-02,3.48227E-02,6.78530E-02,-1.81760E-02,1.44352E-03,9.50729E-02,7.92358E-02,4.09108E-02,-1.01522E-01,2.92198E-01,-2671.9005670504102
51,1.60777E+00,1.58303E+00,7.52415E-01,2.40579E+00,5.69183E-02,4.82930E-02,3.33356E-02,5.99224E-02,-1.61090E-02,-7.70711E-03,1.11413E-01,8.18073E-02,4.68202E-02,-8.34890E-02,2.99036E-01,-2626.2624127776994
52,1.64985E+00,1.61552E+00,7.66870E-01,2.49516E+00,7.25010E-02,6.35358E-02,5.42969E-02,1.03122E-01,-2.89326E-03,-1.95537E-02,1.28703E-01,1.09799E-01,1.00930E-01,-6.27564E-02,3.44018E-01,-2516.6015864977194
53,1.57995E+00,1.52980E+00,7.27137E-01,2.31298E+00,5.81804E-02,6.94328E-02,5.12201E-02,8.61194E-02,-5.68692E-02,-3.74193E-02,2.05135E-01,1.18583E-01,8.14636E-02,-1.40262E-01,3.21441E-01,-2527.2718464401050
54,1.59811E+00,1.54418E+00,8.07648E-01,2.34251E+00,6.01669E-02,6.38408E-02,5.38310E-02,9.39556E-02,-3.63814E-02,-2.87604E-02,2.25724E-01,9.82233E-02,7.92688E-02,-1.03709E-01,2.56812E-01,-2608.6530813248105
55,1.61173E+00,1.50748E+00,7.71777E-01,2.31361E+00,6.10449E-02,4.98199E-02,4.75963E-02,8.75612E-02,-3.27724E-02,-5.08225E-02,2.21747E-01,6.90411E-02,6.73390E-02,-1.30580E-01,2.54360E-01,-2636.5492707233625
56,1.60737E+00,1.50112E+00,6.42087E-01,2.39267E+00,6.00514E-02,3.61756E-02,3.25366E-02,8.34480E-02,-3.28841E-02,-5.46661E-02,2.27731E-01,5.63894E-02,4.34396E-02,-1.04956E-01,2.28743E-01,-2605.2219911839570
57,1.55335E+00,1.47288E+00,6.85765E-01,2.24605E+00,5.39135E-02,7.03554E-02,5.61489E-02,7.86171E-02,-4.89356E-02,-4.88173E-02,1.68027E-01,1.04819E-01,9.12168E-02,-9.97620E-02,2.57582E-01,-2667.6066708950461
58,1.57880E+00,1.49717E+00,7.53104E-01,2.23971E+00,5.36143E-02,4.29005E-02,2.92460E-02,5.67289E-02,-2.90045E-02,-3.10299E-02,1.08316E-01,5.98626E-02,5.82998E-02,-7.69537E-02,2.20035E-01,-2718.9707144386898
59,1.62832E+00,1.49982E+00,6.82487E-01,2.38703E+00,5.06511E-02,4.36924E-02,3.87814E-02,8.92704E-02,-3.38935E-02,-5.03517E-02,1.53416E-01,7.71506E-02,8.56350E-02,-1.07481E-01,2.90011E-01,-2700.9678713093131
60,1.63459E+00,1.59933E+00,6.97740E-01,2.32791E+00,5.51210E-02,5.15331E-02,4.00007E-02,7.93286E-02,-4.69271E-02,-7.10219E-02,1.57213E-01,8.19538E-02,7.61157E-02,-1.40049E-01,2.98430E-01,-2717.5840563970801
61,1.64860E+00,1.57570E+00,6.84347E-01,2.42562E+00,5.59862E-02,4.66965E-02,4.67005E-02,9.44216E-02,-4.77840E-02,-5.81201E-02,1.17648E-01,7.77701E-02,8.60855E-02,-1.14849E-01,2.84087E-01,-2733.2297743839854
62,1.62443E+00,1.57455E+00,6.74139E-01,2.50172E+00,6.20028E-02,4.02234E-02,3.90856E-02,8.63410E-02,-4.55609E-02,-6.49767E-02,1.64051E-01,6.30572E-02,5.28645E-02,-1.44505E-01,2.72244E-01,-2655.0928430447757
63,1.64580E+00,1.61695E+00,7.94837E-01,2.41869E+00,5.01109E-02,4.50822E-02,3.65433E-02,7.00772E-02,-4.39485E-02,-2.47592E-02,1.42415E-01,6.16448E-02,4.35077E-02,-1.17388E-01,2.03871E-01,-2722.3493844348527
64,1.59352E+00,1.58594E+00,7.06167E-01,2.32534E+00,5.81907E-02,5.41787E-02,3.25639E-02,5.58884E-02,-1.71279E-02,2.11957E-02,1.54094E-01,8.58917E-02,3.70869E-02,-9.43186E-02,3.03151E-01,-2667.6682920793160
65,1.65545E+00,1.63937E+00,7.39598E-01,2.36032E+00,6.12572E-02,4.46888E-02,2.74319E-02,6.15022E-02,-2.13357E-02,-6.51529E-03,7.87177E-02,8.32332E-02,3.77893E-02,-8.44037E-02,3.15103E-01,-2673.8784828080993
66,1.59451E+00,1.56837E+00,7.40524E-01,2.32474E+00,6.25734E-02,4.63336E-02,3.21921E-02,4.92859E-02,-2.01842E-02,-8.84078E-03,1.22018E-01,6.74964E-02,3.31832E-02,-1.07614E-01,2.47299E-01,-2698.8346818898417
67,1.61881E+00,1.57978E+00,8.04346E-01,2.35383E+00,6.06833E-02,3.89553E-02,2.46787E-02,5.11416E-02,-2.26084E-02,-2.02870E-02,1.22188E-01,6.57956E-02,3.69581E-02,-9.06635E-02,2.70391E-01,-2681.6618579227929
68,1.64270E+00,1.58252E+00,7.50094E-01,2.39622E+00,5.27904E-02,6.15810E-02,5.47005E-02,9.93937E-02,-4.14770E-02,-3.70966E-02,1.52320E-01,1.12584E-01,7.99046E-02,-1.54056E-01,3.80731E-01,-2694.6746842426733
69,1.62452E+00,1.56507E+00,7.59767E-01,2.34120E+00,5.96686E-02,4.87921E-02,3.09614E-02,5.26122E-02,-1.85771E-02,-1.99935E-02,1.32188E-01,7.82169E-02,3.58359E-02,-9.50073E-02,2.93341E-01,-2632.8790795005875
70,1.61338E+00,1.56486E+00,6.57752E-01,2.37054E+00,6.15174E-02,4.70628E-02,3.26129E-02,5.87861E-02,-2.48714E-02,-1.12920E-02,1.36691E-01,9.08463E-02,4.48750E-02,-7.86831E-02,3.55134E-01,-2621.5976851000551
71,1.61187E+00,1.57599E+00,7.69455E-01,2.38529E+00,5.68513E-02,4.46545E-02,3.04117E-02,7.50973E-02,-2.18185E-02,-4.15233E-02,1.10417E-01,8.51581E-02,3.88777E-02,-4.23266E-02,3.68184E-01,-2613.2041990509556
72,1.58363E+00,1.58153E+00,6.28672E-01,2.27425E+00,5.87994E-02,5.20888E-02,2.78087E-02,7.34324E-02,-3.69423E-02,-4.76863E-02,1.11866E-01,9.30019E-02,2.17875E-02,-8.66775E-02,3.33887E-01,-2651.0587617675592
73,1.60652E+00,1.55754E+00,6.66968E-01,2.23381E+00,5.11668E-02,5.16912E-02,2.58211E-02,6.11028E-02,-1.42110E-02,-2.66811E-02,1.01904E-01,1.08492E-01,5.16191E-02,-2.55288E-02,3.93638E-01,-2669.9454471286899
74,1.63522E+00,1.63849E+00,6.73063E-01,2.38102E+00,4.99118E-02,6.08831E-02,3.78738E-02,1.03832E-01,-1.83123E-02,-1.44071E-02,8.65784E-02,1.17832E-01,2.38032E-02,-2.24148E-02,3.79324E-01,-2681.6144089766794
75,1.63030E+00,1.64785E+00,6.85439E-01,2.38327E+00,5.32789E-02,5.64352E-02,3.92871E-02,9.96440E-02,-9.99382E-03,-2.61930E-02,7.68729E-02,1.24475E-01,4.41605E-02,-2.37135E-02,4.69038E-01,-2675.9351650437438
76,1.60740E+00,1.54928E+00,7.11005E-01,2.36038E+00,5.11772E-02,5.78406E-02,3.19206E-02,7.53137E-02,-2.01041E-02,-3.01292E-02,9.84854E-02,1.20084E-01,5.33472E-02,-3.24941E-02,3.65945E-01,-2682.0477718975776
77,1.64820E+00,1.62866E+00,6.35782E-01,2.43419E+00,5.66549E-02,5.10709E-02,3.70081E-02,7.14324E-02,1.38555E-03,-2.57934E-03,1.53822E-01,1.16484E-01,7.60134E-02,4.37473E-02,4.76084E-01,-2604.4482017756327
78,1.58287E+00,1.54716E+00,6.83636E-01,2.35963E+00,5.60479E-02,6.29970E-02,4.31435E-02,7.71501E-02,-2.50986E-02,-3.10251E-02,1.28187E-01,1.13054E-01,5.31485E-02,-4.82951E-02,3.74198E-01,-2633.6546674088277
79,1.59808E+00,1.56893E+00,6.65785E-01,2.37006E+00,5.78292E-02,4.77878E-02,3.29171E-02,7.78445E-02,-3.69699E-02,-5.09252E-02,1.27682E-01,7.49601E-02,2.91942E-02,-7.81576E-02,2.77753E-01,-2643.6496813600179
80,1.63077E+00,1.53620E+00,6.75720E-01,2.43135E+00,5.42022E-02,4.31682E-02,2.42389E-02,6.40505E-02,-3.57974E-02,-3.23949E-02,1.16943E-01,7.54189E-02,3.81629E-02,-9.97299E-02,2.96921E-01,-2672.2682383007482
81,1.63077E+00,1.60070E+00,7.41620E-01,2.34429E+00,5.41388E-02,6.90318E-02,4.84191E-02,7.09480E-02,-3.09553E-02,-2.01605E-02,7.97316E-02,1.15503E-01,8.20850E-02,-7.63228E-02,3.57368E-01,-2688.1288943824525
82,1.63028E+00,1.57238E+00,7.12969E-01,2.38987E+00,5.65280E-02,7.20544E-02,5.24769E-02,8.86501E-02,-5.23817E-02,-5.32822E-02,9.63003E-02,1.57225E-01,1.24574E-01,-1.62962E-01,5.08790E-01,-2734.0756291125463
83,1.60257E+00,1.57732E+00,7.29891E-01,2.37406E+00,6.04337E-02,5.18442E-02,4.71279E-02,8.20963E-02,-2.58383E-02,-3.99444E-02,9.10823E-02,6.18395E-02,6.15800E-02,-7.12883E-02,1.98836E-01,-2712.9142964797015
84,1.63370E+00,1.57836E+00,7.14368E-01,2.37366E+00,4.53416E-02,4.93718E-02,4.27645E-02,9.78390E-02,-3.41841E-02,-1.98323E-02,1.07118E-01,7.22499E-02,2.62665E-02,-1.03010E-01,2.39011E-01,-2719.8490438431554
85,1.65158E+00,1.57307E+00,8.17960E-01,2.47343E+00,5.76835E-02,6.66461E-02,5.44375E-02,7.73853E-02,-6.42373E-02,-5.80601E-02,1.47212E-01,9.97692E-02,7.92780E-02,-1.57473E-01,3.19069E-01,-2699.4756136744527
86,1.62658E+00,1.58204E+00,7.96293E-01,2.42569E+00,5.95227E-02,3.90737E-02,3.28440E-02,5.99701E-02,-3.45662E-02,-2.71051E-02,1.27558E-01,5.85151E-02,4.08014E-02,-1.18363E-01,2.38140E-01,-2723.3012926481247
87,1.65856E+00,1.61580E+00,8.07740E-01,2.36898E+00,6.46980E-02,3.82412E-02,2.70400E-02,4.90413E-02,-4.30326E-02,-2.73195E-02,1.80728E-01,5.37353E-02,4.17064E-02,-1.44586E-01,2.33971E-01,-2709.7307661665263
88,1.65283E+00,1.60471E+00,8.09310E-01,2.33592E+00,6.64461E-02,3.36830E-02,2.68490E-02,5.44747E-02,-3.40146E-02,-2.66644E-02,1.72339E-01,4.43007E-02,3.87204E-02,-1.14810E-01,2.32966E-01,-2688.8972036283153
89,1.62439E+00,1.55710E+00,7.99080E-01,2.38755E+00,6.04929E-02,3.92010E-02,2.69352E-02,6.70673E-02,-4.02423E-02,-2.88636E-02,1.38142E-01,6.59434E-02,6.36865E-02,-1.38575E-01,2.88410E-01,-2660.5711165401481
90,1.64173E+00,1.57747E+00,7.10862E-01,2.46798E+00,5.04649E-02,4.84786E-02,3.55657E-02,7.36408E-02,-3.50391E-02,-3.27978E-02,1.27183E-01,8.09071E-02,8.08083E-02,-1.22573E-01,2.81985E-01,-2726.8915777325260
91,1.63282E+00,1.57416E+00,7.31706E-01,2.48283E+00,5.56159E-02,4.42719E-02,2.94793E-02,6.04847E-02,-1.85249E-02,-2.28098E-02,1.46786E-01,7.11245E-02,7.28413E-02,-8.39877E-02,2.65634E-01,-2653.2949228398807
92,1.58663E+00,1.58057E+00,6.96418E-01,2.22882E+00,5.75465E-02,5.16296E-02,2.73195E-02,5.99446E-02,-5.47728E-02,-6.18631E-02,1.69577E-01,9.40687E-02,3.76945E-02,-1.03487E-01,2.87222E-01,-2675.4997109748278
93,1.61257E+00,1.57450E+00,7.32072E-01,2.40818E+00,5.93975E-02,4.40239E-02,2.63888E-02,5.20330E-02,-3.89332E-02,-4.96453E-02,1.25761E-01,6.95083E-02,3.57089E-02,-8.50593E-02,2.58403E-01,-2702.9440424153036
94,1.57828E+00,1.57248E+00,7.49415E-01,2.32700E+00,5.32416E-02,4.42256E-02,2.11040E-02,4.42113E-02,-3.06375E-02,-3.10092E-02,1.28163E-01,7.12631E-02,3.42928E-02,-9.74539E-02,2.45380E-01,-2710.8448964553104
95,1.60800E+00,1.58210E+00,6.83452E-01,2.37073E+00,6.28034E-02,4.29732E-02,1.39629E-02,4.56996E-02,-5.62446E-02,-2.87069E-02,2.07260E-01,6.96224E-02,1.96329E-02,-1.58579E-01,2.51729E-01,-2683.3990534358618
96,1.63889E+00,1.62341E+00,7.01618E-01,2.36765E+00,5.94866E-02,3.99426E-02,2.04567E-02,5.23803E-02,-2.67295E-02,-1.74051E-02,9.49431E-02,5.46853E-02,3.34906E-02,-9.40004E-02,2.11436E-01,-2682.1765576273397
97,1.64360E+00,1.56933E+00,6.24556E-01,2.39722E+00,5.81406E-02,5.27322E-02,3.73735E-02,6.44622E-02,-2.92985E-02,-1.07616E-03,1.28726E-01,9.36151E-02,6.09227E-02,-1.31947E-01,3.14240E-01,-2656.1156521974926
98,1.59827E+00,1.57409E+00,6.91604E-01,2.26569E+00,6.62836E-02,3.64465E-02,1.72293E-02,3.98745E-02,-5.94634E-03,1.08552E-02,9.98415E-02,5.91731E-02,3.40611E-02,-8.53337E-02,2.77637E-01,-2637.0086210461513
99,1.66698E+00,1.58307E+00,6.24523E-01,2.38164E+00,6.08706E-02,5.32138E-02,2.65810E-02,5.54322E-02,-2.00127E-02,1.72613E-02,1.48250E-01,8.61996E-02,3.90739E-02,-1.03616E-01,2.78075E-01,-2611.5516473876069
100,1.63839E+00,1.57705E+00,6.01613E-01,2.33155E+00,6.48855E-02,4.74960E-02,2.08942E-02,4.38111E-02,-5.49879E-03,2.21255E-02,1.48527E-01,8.16536E-02,3.05583E-02,-7.61120E-02,2.86137E-01,-2655.0467238710626
101,1.57928E+00,1.56378E+00,6.28302E-01,2.29952E+00,5.11325E-02,6.72189E-02,5.77360E-02,9.13796E-02,-1.34489E-02,1.13174E-02,1.47006E-01,1.13905E-01,9.26604E-02,-9.14506E-02,3.07296E-01,-2707.5665862803703
102,1.62565E+00,1.58670E+00,6.27304E-01,2.37352E+00,5.33041E-02,6.57285E-02,4.95153E-02,6.80356E-02,-1.69943E-02,-1.19150E-03,1.09891E-01,1.21562E-01,8.48514E-02,-8.13444E-02,3.60375E-01,-2689.7866665191464
103,1.56116E+00,1.55434E+00,6.47255E-01,2.30507E+00,5.38996E-02,6.43318E-02,5.50396E-02,9.00528E-02,-2.20302E-02,5.54433E-04,1.22074E-01,1.23030E-01,9.37434E-02,-1.02497E-01,3.82101E-01,-2657.1324864619123
104,1.61738E+00,1.50294E+00,6.68654E-01,2.34464E+00,5.54626E-02,4.35294E-02,3.15425E-02,8.85202E-02,-1.49558E-02,6.69913E-03,1.04648E-01,6.43552E-02,3.01849E-02,-7.23211E-02,2.07701E-01,-2678.6855801064858
105,1.60413E+00,1.54788E+00,7.04145E-01,2.26550E+00,5.27359E-02,4.41762E-02,3.04892E-02,8.86184E-02,-2.30213E-02,1.45039E-02,1.16704E-01,6.33400E-02,1.75340E-02,-8.34513E-02,1.95057E-01,-2686.7592138563205
106,1.60725E+00,1.57225E+00,6.61757E-01,2.33503E+00,6.30921E-02,5.97030E-02,4.03483E-02,5.66253E-02,-5.81822E-02,-3.68902E-02,1.61275E-01,7.03656E-02,4.25592E-02,-1.42503E-01,2.38878E-01,-2663.7534460285933
107,1.59409E+00,1.56507E+00,6.70881E-01,2.32501E+00,6.66277E-02,5.97746E-02,3.97847E-02,5.66488E-02,-5.50939E-02,-3.20581E-02,1.68959E-01,7.50221E-02,4.38442E-02,-1.43383E-01,2.45270E-01,-2659.9370406006351
108,1.61871E+00,1.59857E+00,6.68094E-01,2.30407E+00,5.61918E-02,3.98871E-02,2.05021E-02,4.06481E-02,-2.46143E-02,-1.54742E-02,1.19417E-01,7.51488E-02,3.73445E-02,-8.12311E-02,2.59796E-01,-2679.8583092906238
109,1.59728E+00,1.55435E+00,6.23246E-01,2.32932E+00,7.16308E-02,4.97271E-02,2.95901E-02,6.36574E-02,-3.94148E-02,-3.91825E-02,1.70227E-01,5.96617E-02,4.16463E-02,-1.06221E-01,2.39812E-01,-2623.6124000097657
110,1.63241E+00,1.59658E+00,7.51196E-01,2.39085E+00,6.29676E-02,3.67395E-02,2.53389E-02,7.09144E-02,-3.87450E-02,-4.90692E-02,1.85445E-01,7.59142E-02,4.65287E-02,-1.36146E-01,3.11690E-01,-2614.2181093885060
111,1.57765E+00,1.57223E+00,6.79563E-01,2.39425E+00,5.29463E-02,6.20445E-02,4.98631E-02,7.56147E-02,-2.95780E-02,-3.46835E-02,1.55516E-01,8.95459E-02,8.31437E-02,-8.22859E-02,3.16065E-01,-2630.6349970018332
112,1.55327E+00,1.52093E+00,8.08618E-01,2.26286E+00,5.08289E-02,6.31561E-02,4.92332E-02,8.57200E-02,-4.14635E-02,-3.82506E-02,9.71818E-02,1.03084E-01,1.02781E-01,-1.09970E-01,3.36645E-01,-2644.9898545246542
113,1.64255E+00,1.57179E+00,6.81230E-01,2.39762E+00,5.64150E-02,5.20111E-02,2.92780E-02,7.25967E-02,-2.83219E-02,-4.96387E-03,1.05598E-01,7.98284E-02,5.05801E-02,-6.79883E-02,2.15122E-01,-2680.8226156356932
114,1.60585E+00,1.58912E+00,7.62284E-01,2.31247E+00,5.28485E-02,6.30029E-02,5.29195E-02,8.08053E-02,-3.64362E-02,-2.32831E-02,1.58705E-01,1.12980E-01,8.13306E-02,-1.44895E-01,3.81574E-01,-2666.5632630296664
115,1.58679E+00,1.57324E+00,7.48605E-01,2.30965E+00,5.47876E-02,5.44930E-02,4.01760E-02,7.15535E-02,-3.49538E-02,-2.76153E-02,1.63195E-01,1.03933E-01,4.92518E-02,-1.30719E-01,3.84664E-01,-2656.3335243939059
116,1.66402E+00,1.58073E+00,7.39859E-01,2.40028E+00,6.21272E-02,4.76989E-02,3.18971E-02,4.98900E-02,-1.15815E-02,-6.94266E-03,1.42843E-01,5.68643E-02,4.57747E-02,-7.21748E-02,2.32225E-01,-2662.1300311872092
117,1.65329E+00,1.55122E+00,7.03139E-01,2.40691E+00,6.07171E-02,6.19984E-02,4.22617E-02,5.52673E-02,-2.67264E-02,-1.03512E-02,1.17603E-01,1.06516E-01,8.04575E-02,-6.33058E-02,2.97765E-01,-2657.5759199046265
118,1.66225E+00,1.57756E+00,6.45669E-01,2.35718E+00,6.39231E-02,5.18591E-02,2.91944E-02,3.93588E-02,-2.42982E-02,-6.64821E-03,1.19305E-01,9.05490E-02,6.36708E-02,-4.58284E-02,2.97145E-01,-2654.0251269843666
119,1.58425E+00,1.58543E+00,7.37382E-01,2.31185E+00,7.10650E-02,6.48110E-02,2.58853E-02,3.87006E-02,-2.11382E-02,-1.33671E-02,1.20174E-01,1.09452E-01,6.14387E-02,-7.74965E-02,2.91572E-01,-2602.3629773877319
120,1.67426E+00,1.61051E+00,7.88230E-01,2.42247E+00,6.02863E-02,4.18223E-02,2.25667E-02,3.97903E-02,-4.85212E-03,5.75596E-03,1.19619E-01,6.95813E-02,2.82479E-02,-6.42843E-02,3.06773E-01,-2640.8653268710614
121,1.65471E+00,1.59410E+00,7.54503E-01,2.43477E+00,5.35501E-02,4.96261E-02,2.70143E-02,4.79278E-02,-2.81538E-02,-7.03353E-03,1.75287E-01,7.99905E-02,3.41247E-02,-1.20253E-01,2.71435E-01,-2707.8369971456245
122,1.67312E+00,1.61065E+00,7.21404E-01,2.46186E+00,5.68604E-02,4.80107E-02,1.90093E-02,3.41782E-02,-8.27864E-03,1.80087E-03,1.57803E-01,7.61645E-02,2.14633E-02,-6.85119E-02,2.70670E-01,-2685.8876330658081
123,1.65313E+00,1.57372E+00,7.17793E-01,2.40900E+00,6.06290E-02,4.84195E-02,3.06014E-02,5.76720E-02,-2.47537E-02,-1.28234E-02,1.21602E-01,7.78064E-02,3.80086E-02,-1.02053E-01,2.95356E-01,-2670.2398066140172
