TABLE NO.     5: MCMC Bayesian Analysis: Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION: Problem=1 Subproblem=0 Superproblem1=0 Iteration1=0 Superproblem2=0 Iteration2=0
 ITERATION    THETA1       THETA2       THETA3       THETA4       THETA5       THETA6       THETA7       THETA8       THETA9       THETA10      THETA11      SIGMA(1,1)   OMEGA(1,1)   OMEGA(2,1)   OMEGA(2,2)   OMEGA(3,1)   OMEGA(3,2)   OMEGA(3,3)   OMEGA(4,1)   OMEGA(4,2)   OMEGA(4,3)   OMEGA(4,4)   MCMCOBJ
        -9938  3.30738E+00  3.20843E+00 -6.18073E-01 -1.94871E-01  6.95302E-01  1.09910E+00  3.46296E-01  2.00813E-01  6.84005E-01  2.29590E+00  1.00638E-01  1.00000E+00  9.47268E-03 -4.87050E-04  8.44968E-03 -1.35298E-03 -1.92512E-03  5.37241E-03 -1.15004E-03  3.47011E-04 -1.94199E-03  5.77645E-03   -19573.836523693648
        -9937  3.29304E+00  3.19401E+00 -6.08475E-01 -1.95531E-01  7.27576E-01  1.05959E+00  3.35388E-01  2.14155E-01  6.86778E-01  2.30020E+00  1.02609E-01  1.00000E+00  1.12351E-02 -6.47524E-04  8.47035E-03 -2.13731E-04 -1.20782E-03  5.33399E-03 -2.43087E-03  4.02473E-04 -1.92094E-03  6.40641E-03   -19428.719562766928
        -9936  3.27138E+00  3.21688E+00 -6.03892E-01 -1.99481E-01  7.05603E-01  1.12634E+00  3.41855E-01  1.96425E-01  6.87156E-01  2.30149E+00  1.04426E-01  1.00000E+00  9.90511E-03  2.79732E-04  7.69442E-03 -7.65394E-04 -1.11863E-03  5.93035E-03 -8.97988E-04  1.54852E-04 -2.20021E-03  5.32524E-03   -19641.157199009012
        -9935  3.24631E+00  3.24447E+00 -5.96629E-01 -2.04978E-01  6.78325E-01  1.14290E+00  3.51237E-01  1.92351E-01  6.93263E-01  2.29318E+00  1.03060E-01  1.00000E+00  1.13600E-02  8.74234E-04  8.23158E-03  8.66626E-05 -2.70852E-04  5.56297E-03 -2.12584E-03 -5.05718E-04 -2.53546E-03  5.71927E-03   -19565.668229318253
        -9934  3.23636E+00  3.25419E+00 -5.94484E-01 -2.11513E-01  7.20985E-01  1.17294E+00  3.40894E-01  1.79174E-01  6.94274E-01  2.29668E+00  1.04542E-01  1.00000E+00  1.01323E-02 -3.16507E-04  8.18772E-03 -1.76857E-04 -6.44064E-04  6.02851E-03 -1.77475E-03  4.83838E-05 -2.54165E-03  5.29589E-03   -19530.789448853353
        -9933  3.24726E+00  3.26555E+00 -5.95294E-01 -2.10745E-01  7.52997E-01  1.16187E+00  3.30328E-01  1.85872E-01  6.82864E-01  2.30047E+00  1.03225E-01  1.00000E+00  1.00670E-02 -7.28955E-04  1.00310E-02  2.53337E-04 -6.35152E-04  5.94436E-03 -1.57007E-03 -2.81659E-04 -2.43189E-03  5.67962E-03   -19391.826338064999
        -9932  3.28839E+00  3.20374E+00 -6.10119E-01 -1.94857E-01  7.62459E-01  1.15432E+00  3.24830E-01  1.84851E-01  6.89532E-01  2.30151E+00  1.03225E-01  1.00000E+00  9.15812E-03 -4.81635E-04  8.63118E-03  4.03263E-04 -8.77527E-04  6.41030E-03 -1.81934E-03 -2.64727E-04 -2.62403E-03  6.05302E-03   -19471.175438102782
        -9931  3.25984E+00  3.25573E+00 -6.02391E-01 -2.07632E-01  7.33657E-01  1.17840E+00  3.38267E-01  1.80497E-01  6.90915E-01  2.29916E+00  9.94526E-02  1.00000E+00  9.58220E-03  1.70680E-04  8.74887E-03  4.74792E-04 -1.10070E-03  7.20870E-03 -2.33194E-03 -1.68680E-04 -2.44961E-03  5.17243E-03   -19608.084095426577
        -9930  3.20737E+00  3.23739E+00 -5.82320E-01 -1.99138E-01  7.90047E-01  1.12807E+00  3.22784E-01  1.98303E-01  6.88768E-01  2.29630E+00  9.94571E-02  1.00000E+00  1.06547E-02 -3.93884E-04  8.66003E-03 -2.88962E-04 -1.65106E-04  7.36802E-03 -3.00560E-03 -5.54785E-04 -2.16057E-03  5.09676E-03   -19591.661739240051
        -9929  3.32152E+00  3.29087E+00 -6.16521E-01 -2.19257E-01  7.39130E-01  1.15047E+00  3.34492E-01  1.90724E-01  6.89968E-01  2.29643E+00  1.01424E-01  1.00000E+00  1.06719E-02  2.58947E-04  7.29255E-03 -6.04997E-04 -4.28553E-04  6.80390E-03 -2.50537E-03 -2.23436E-04 -2.06232E-03  5.32424E-03   -19518.696073867031
        -9928  3.33650E+00  3.23802E+00 -6.24797E-01 -2.05508E-01  7.71892E-01  1.17930E+00  3.22853E-01  1.81650E-01  6.92708E-01  2.30053E+00  1.04932E-01  1.00000E+00  1.04705E-02 -5.01693E-04  7.55683E-03 -1.00891E-04 -6.34718E-04  6.95571E-03 -2.47432E-03  4.26308E-04 -1.89967E-03  5.62430E-03   -19339.163785392881
        -9927  3.23908E+00  3.28367E+00 -5.96234E-01 -2.20024E-01  7.13245E-01  1.13477E+00  3.38396E-01  1.93447E-01  6.87721E-01  2.29712E+00  1.04657E-01  1.00000E+00  1.08737E-02 -3.53857E-04  7.68896E-03 -9.89172E-04 -3.00795E-05  7.86229E-03 -2.64977E-03 -3.83656E-04 -1.28972E-03  5.55396E-03   -19479.730667425931
        -9926  3.21046E+00  3.29915E+00 -5.91158E-01 -2.19051E-01  7.06781E-01  1.18776E+00  3.42696E-01  1.75334E-01  6.90884E-01  2.29575E+00  1.02865E-01  1.00000E+00  1.14473E-02 -9.94589E-05  7.68214E-03 -1.04246E-03 -9.46148E-04  8.67086E-03 -2.79672E-03 -5.42757E-04 -2.15693E-03  5.75651E-03   -19507.061329540473
        -9925  3.26255E+00  3.26326E+00 -6.03377E-01 -2.16376E-01  7.01923E-01  1.17144E+00  3.41567E-01  1.83806E-01  6.96519E-01  2.29146E+00  9.98017E-02  1.00000E+00  1.12686E-02 -1.79557E-04  7.24703E-03 -1.82982E-03 -1.68581E-03  9.52636E-03 -2.99224E-03  7.11960E-05 -1.51393E-03  5.40403E-03   -19493.398246492008
        -9924  3.30915E+00  3.28244E+00 -6.17148E-01 -2.14868E-01  7.42412E-01  1.15535E+00  3.32206E-01  1.87703E-01  6.90463E-01  2.29290E+00  1.01941E-01  1.00000E+00  1.06425E-02  4.69104E-04  6.86817E-03 -1.24375E-03 -7.60834E-04  7.93944E-03 -2.72175E-03 -6.72876E-04 -1.67519E-03  6.49336E-03   -19510.654250766274
        -9923  3.29905E+00  3.27614E+00 -6.11905E-01 -2.17399E-01  6.76162E-01  1.16660E+00  3.51625E-01  1.84359E-01  6.80587E-01  2.29778E+00  1.02649E-01  1.00000E+00  1.03520E-02 -2.04136E-04  6.69315E-03  2.37040E-04 -7.53933E-04  7.28145E-03 -2.69940E-03 -2.94443E-04 -1.71461E-03  6.20344E-03   -19499.323846483112
        -9922  3.25763E+00  3.30528E+00 -5.97351E-01 -2.23807E-01  6.78346E-01  1.12416E+00  3.49556E-01  1.94223E-01  6.73442E-01  2.29524E+00  1.03243E-01  1.00000E+00  1.01554E-02  3.47043E-04  6.89100E-03  2.58442E-04 -9.91578E-04  7.14282E-03 -2.84658E-03 -4.12932E-04 -2.05033E-03  6.67241E-03   -19352.975924748302
        -9921  3.30308E+00  3.28330E+00 -6.08685E-01 -2.14938E-01  7.20836E-01  1.14355E+00  3.37211E-01  1.89004E-01  6.80438E-01  2.28823E+00  1.03413E-01  1.00000E+00  1.04394E-02 -5.53993E-04  6.52441E-03 -3.44230E-04 -9.99224E-04  6.99061E-03 -2.93483E-03 -2.84055E-04 -1.09005E-03  6.76651E-03   -19471.453243355350
        -9920  3.26812E+00  3.31890E+00 -6.06125E-01 -2.28821E-01  7.10668E-01  1.10298E+00  3.43994E-01  1.99013E-01  6.89123E-01  2.29251E+00  1.01240E-01  1.00000E+00  9.54459E-03  8.11130E-04  7.01132E-03 -7.86228E-04 -2.14663E-04  7.21979E-03 -2.81804E-03 -4.55207E-04 -1.40930E-03  5.76331E-03   -19507.241849317244
        -9919  3.27629E+00  3.22856E+00 -6.03111E-01 -2.04501E-01  7.40134E-01  1.09499E+00  3.38186E-01  1.99321E-01  6.78081E-01  2.29503E+00  1.04164E-01  1.00000E+00  8.90743E-03  1.10061E-03  7.86339E-03 -8.48134E-04  1.36865E-04  6.54770E-03 -2.63559E-03 -1.18226E-03 -1.29567E-03  6.33993E-03   -19399.589333739976
        -9918  3.28919E+00  3.25197E+00 -6.10762E-01 -2.08634E-01  7.45945E-01  1.11074E+00  3.30433E-01  1.95198E-01  6.92093E-01  2.29889E+00  1.05551E-01  1.00000E+00  9.45341E-03 -1.41244E-04  6.48288E-03 -1.12947E-04 -1.37872E-04  6.91406E-03 -3.09283E-03 -1.05866E-03 -1.34922E-03  6.43360E-03   -19560.542644882113
        -9917  3.30512E+00  3.23558E+00 -6.11667E-01 -2.05095E-01  7.40943E-01  1.12438E+00  3.35459E-01  1.96062E-01  6.90992E-01  2.28495E+00  1.05680E-01  1.00000E+00  1.01804E-02 -4.01345E-04  5.21413E-03  5.68447E-04  3.90450E-04  6.46758E-03 -3.59494E-03 -7.29761E-05 -2.22733E-03  7.16020E-03   -19528.180388918659
        -9916  3.27011E+00  3.29064E+00 -6.00644E-01 -2.23011E-01  7.34648E-01  1.08735E+00  3.35731E-01  2.05871E-01  6.85145E-01  2.29171E+00  1.05680E-01  1.00000E+00  9.89302E-03 -8.63667E-04  5.50145E-03 -3.74437E-04  3.86959E-04  5.60703E-03 -2.39342E-03 -4.88800E-05 -1.44464E-03  5.68332E-03   -19564.523008309690
        -9915  3.29724E+00  3.26595E+00 -6.10592E-01 -2.14196E-01  7.04040E-01  1.10031E+00  3.46948E-01  2.00858E-01  6.79622E-01  2.28955E+00  1.05684E-01  1.00000E+00  1.01045E-02 -6.54785E-04  5.73109E-03 -3.55570E-04  4.25307E-05  6.53285E-03 -2.62830E-03 -2.37964E-04 -1.28428E-03  5.63575E-03   -19466.970564552244
        -9914  3.24541E+00  3.22807E+00 -5.93805E-01 -2.04919E-01  7.17634E-01  1.12363E+00  3.39885E-01  1.93538E-01  6.83336E-01  2.28852E+00  1.05684E-01  1.00000E+00  9.64048E-03 -1.10223E-03  6.81329E-03 -7.19241E-04 -3.85091E-04  6.00137E-03 -2.23512E-03  3.86437E-04 -7.37004E-04  5.63529E-03   -19456.709498920405
        -9913  3.25936E+00  3.26062E+00 -5.98263E-01 -2.10951E-01  7.73160E-01  1.07795E+00  3.24102E-01  2.06592E-01  6.81060E-01  2.29155E+00  1.04665E-01  1.00000E+00  9.37619E-03 -9.39758E-04  6.97234E-03  3.46347E-04 -3.60421E-04  7.63494E-03 -2.61706E-03  5.88544E-04 -1.40790E-03  6.16418E-03   -19341.227888070956
        -9912  3.37496E+00  3.22043E+00 -6.34200E-01 -1.97954E-01  7.68359E-01  1.11049E+00  3.28498E-01  1.96786E-01  6.77980E-01  2.29512E+00  1.07529E-01  1.00000E+00  8.57395E-03 -4.35233E-04  6.86803E-03  2.03537E-05 -3.77856E-04  6.68773E-03 -1.71646E-03  6.89367E-04 -9.86010E-04  5.59963E-03   -19369.983610861702
        -9911  3.30602E+00  3.18200E+00 -6.15883E-01 -1.86654E-01  7.78429E-01  1.14040E+00  3.25649E-01  1.87945E-01  6.77245E-01  2.29356E+00  1.04949E-01  1.00000E+00  1.03388E-02 -2.69566E-04  8.10426E-03 -3.48631E-05 -5.46487E-04  7.00290E-03 -2.20107E-03  1.15828E-03 -1.38885E-03  6.09128E-03   -19292.012038339697
        -9910  3.25854E+00  3.24965E+00 -6.02214E-01 -2.07903E-01  7.41440E-01  1.11665E+00  3.41740E-01  1.93220E-01  6.75201E-01  2.29111E+00  1.04694E-01  1.00000E+00  8.95620E-03 -4.47948E-04  7.75924E-03  1.05625E-04 -8.23148E-04  6.85044E-03 -1.52582E-03  9.99208E-04 -1.18982E-03  5.82834E-03   -19270.920769265937
        -9909  3.30351E+00  3.26508E+00 -6.10546E-01 -2.13449E-01  7.20791E-01  1.12435E+00  3.45411E-01  1.93060E-01  6.75626E-01  2.29315E+00  1.04705E-01  1.00000E+00  1.05682E-02  2.24968E-04  7.98199E-03 -8.36176E-04 -7.63310E-05  6.81370E-03 -3.05391E-03  6.35184E-04 -1.29368E-03  6.98482E-03   -19333.069234017796
        -9908  3.30270E+00  3.26210E+00 -6.15459E-01 -2.08376E-01  6.79108E-01  1.15896E+00  3.54913E-01  1.86820E-01  6.82791E-01  2.29735E+00  1.01810E-01  1.00000E+00  9.71411E-03 -3.52862E-04  9.61843E-03 -1.17744E-03  5.97649E-04  7.08920E-03 -2.16655E-03  9.08400E-04 -1.50971E-03  6.64972E-03   -19372.003190030082
        -9907  3.26932E+00  3.22855E+00 -6.03963E-01 -2.01648E-01  7.09959E-01  1.14106E+00  3.44029E-01  1.93843E-01  6.77850E-01  2.29263E+00  1.01595E-01  1.00000E+00  9.54625E-03 -6.74756E-04  9.62949E-03 -9.64984E-04 -1.56859E-04  6.77605E-03 -2.32640E-03  1.62813E-03 -1.52643E-03  8.29615E-03   -19390.577583758757
        -9906  3.28264E+00  3.26831E+00 -6.09437E-01 -2.10371E-01  6.92777E-01  1.18046E+00  3.48687E-01  1.82008E-01  6.77352E-01  2.28812E+00  1.04721E-01  1.00000E+00  9.78466E-03 -2.67763E-04  8.38149E-03 -1.26538E-03  2.08261E-04  6.57359E-03 -1.75774E-03  1.11032E-03 -1.64031E-03  7.30111E-03   -19293.669822192292
        -9905  3.30957E+00  3.26386E+00 -6.12036E-01 -2.10047E-01  7.30829E-01  1.17096E+00  3.34567E-01  1.80988E-01  6.70183E-01  2.29557E+00  1.03124E-01  1.00000E+00  1.07887E-02 -9.24886E-04  9.20580E-03 -2.02304E-03  6.87827E-04  6.05323E-03 -1.31037E-03  1.48345E-03 -6.51894E-04  7.52884E-03   -19399.729486551150
        -9904  3.34061E+00  3.20435E+00 -6.23694E-01 -1.94374E-01  7.17543E-01  1.10827E+00  3.41439E-01  1.99863E-01  6.77367E-01  2.29183E+00  1.03960E-01  1.00000E+00  1.03311E-02 -2.24373E-04  8.97795E-03 -1.15778E-03  4.37307E-04  5.28761E-03 -1.75735E-03  1.39529E-03 -2.93406E-04  6.20335E-03   -19462.363342497883
        -9903  3.34218E+00  3.25587E+00 -6.24056E-01 -2.12837E-01  7.80252E-01  1.09392E+00  3.22233E-01  2.02033E-01  6.84131E-01  2.28994E+00  1.05658E-01  1.00000E+00  9.34859E-03  1.09011E-04  7.29562E-03 -9.96070E-04 -1.93339E-04  4.77753E-03 -1.47852E-03  7.03305E-04 -4.54864E-04  6.09504E-03   -19409.613502001896
        -9902  3.36322E+00  3.23393E+00 -6.30937E-01 -2.07380E-01  7.36681E-01  1.10081E+00  3.32773E-01  1.99602E-01  6.80952E-01  2.29614E+00  1.04883E-01  1.00000E+00  8.97304E-03  2.09198E-04  7.73613E-03 -8.55935E-04  3.72562E-05  5.88000E-03 -2.02480E-03 -5.59776E-05 -1.54720E-03  7.16492E-03   -19402.156762713585
        -9901  3.35560E+00  3.22430E+00 -6.24917E-01 -2.00775E-01  6.99734E-01  1.14059E+00  3.46169E-01  1.88469E-01  6.79208E-01  2.29763E+00  1.01436E-01  1.00000E+00  9.20831E-03 -1.13433E-03  9.10523E-03 -1.23881E-03 -2.52994E-04  5.85347E-03 -1.19875E-03  3.51559E-04 -7.69623E-04  7.03367E-03   -19401.182790446652
        -9900  3.28598E+00  3.25310E+00 -6.08264E-01 -2.09953E-01  7.02756E-01  1.12402E+00  3.44755E-01  1.93292E-01  6.86398E-01  2.29140E+00  1.01436E-01  1.00000E+00  9.31656E-03 -6.51182E-04  8.31371E-03 -1.82294E-03 -8.78326E-04  6.53269E-03 -2.22481E-03 -4.43707E-05 -5.09678E-04  7.72895E-03   -19440.600773073311
        -9899  3.32993E+00  3.26964E+00 -6.23280E-01 -2.12498E-01  7.33288E-01  1.17592E+00  3.35045E-01  1.81524E-01  6.86501E-01  2.29485E+00  1.04857E-01  1.00000E+00  9.20536E-03 -9.88795E-04  8.45681E-03 -1.26687E-03 -1.53379E-03  6.34725E-03 -2.17003E-03  9.50350E-04 -1.42599E-03  7.83137E-03   -19353.056750116724
        -9898  3.32993E+00  3.28426E+00 -6.18417E-01 -2.17867E-01  7.29045E-01  1.12198E+00  3.35662E-01  1.96308E-01  6.85534E-01  2.29672E+00  1.03615E-01  1.00000E+00  9.64674E-03 -2.14501E-04  8.26747E-03 -1.14395E-03 -1.73623E-03  6.64728E-03 -1.97738E-03  2.59541E-05 -1.58803E-03  7.52860E-03   -19351.390726191272
        -9897  3.32617E+00  3.21019E+00 -6.18206E-01 -1.96571E-01  7.02824E-01  1.09185E+00  3.42515E-01  2.01051E-01  6.82505E-01  2.30256E+00  1.02092E-01  1.00000E+00  8.67433E-03 -2.53175E-04  8.54031E-03 -8.46591E-04 -1.52777E-03  6.08872E-03 -2.08784E-03 -8.00802E-04 -9.97768E-04  7.03749E-03   -19478.543897295374
        -9896  3.26076E+00  3.24568E+00 -5.99446E-01 -2.06691E-01  6.55786E-01  1.10960E+00  3.59041E-01  2.00496E-01  6.81015E-01  2.30203E+00  1.02092E-01  1.00000E+00  1.00808E-02  2.83707E-07  7.49286E-03 -1.28503E-03 -1.95638E-03  6.67052E-03 -1.89720E-03 -1.28595E-03 -9.07205E-04  6.25081E-03   -19459.803140235206
        -9895  3.29526E+00  3.24153E+00 -6.08768E-01 -2.04938E-01  6.65379E-01  1.09166E+00  3.57685E-01  2.04379E-01  6.87432E-01  2.29397E+00  1.01709E-01  1.00000E+00  9.86489E-03  8.77859E-04  8.17237E-03 -1.04016E-03 -2.89347E-03  7.11467E-03 -3.15494E-03 -1.68008E-03 -6.80557E-04  7.11432E-03   -19452.786124345108
        -9894  3.24787E+00  3.23928E+00 -5.98130E-01 -2.04708E-01  7.37114E-01  1.13663E+00  3.36821E-01  1.87898E-01  6.95289E-01  2.29638E+00  1.02628E-01  1.00000E+00  8.96831E-03  6.78796E-04  6.64066E-03 -1.30419E-03 -2.41262E-03  6.85429E-03 -3.34557E-03 -9.62455E-04 -3.30310E-04  7.49392E-03   -19408.324400846450
        -9893  3.27562E+00  3.19900E+00 -6.03838E-01 -1.95065E-01  7.72932E-01  1.13199E+00  3.25511E-01  1.89239E-01  6.90609E-01  2.29027E+00  1.01792E-01  1.00000E+00  9.40556E-03  1.63989E-04  6.46890E-03 -1.36266E-03 -2.62536E-03  9.86217E-03 -2.26155E-03 -3.02972E-04 -6.87380E-04  6.26353E-03   -19442.084690333548
        -9892  3.29847E+00  3.23930E+00 -6.13636E-01 -2.06685E-01  7.72080E-01  1.15360E+00  3.23575E-01  1.85989E-01  6.88174E-01  2.29583E+00  1.02787E-01  1.00000E+00  9.11443E-03  7.50687E-05  5.81583E-03 -1.90577E-03 -2.38330E-03  8.66079E-03 -1.89671E-03 -9.99033E-05 -9.69033E-04  6.40976E-03   -19460.129511003379
        -9891  3.34160E+00  3.26145E+00 -6.23833E-01 -2.09169E-01  6.98902E-01  1.16317E+00  3.44261E-01  1.82207E-01  6.85818E-01  2.29731E+00  1.02972E-01  1.00000E+00  1.03582E-02 -6.42993E-04  5.86477E-03 -1.65233E-03 -2.10985E-03  8.13977E-03 -2.51288E-03  3.48892E-04 -1.14514E-03  7.21268E-03   -19497.143867018793
        -9890  3.28906E+00  3.22120E+00 -6.08627E-01 -1.97967E-01  7.29408E-01  1.11876E+00  3.34607E-01  1.94121E-01  6.84292E-01  2.30494E+00  9.90576E-02  1.00000E+00  1.02460E-02 -1.49896E-03  6.10145E-03 -3.44019E-05 -2.90366E-03  7.16163E-03 -2.95618E-03  1.10836E-03 -1.59240E-03  6.84940E-03   -19665.731698137388
        -9889  3.26712E+00  3.20835E+00 -6.03601E-01 -1.97967E-01  7.35390E-01  1.11174E+00  3.31138E-01  1.95700E-01  6.94631E-01  2.30584E+00  1.01693E-01  1.00000E+00  9.41963E-03 -4.32261E-04  5.30210E-03 -1.08357E-03 -1.59805E-03  6.53552E-03 -1.96649E-03  6.15362E-04 -1.55212E-03  6.91975E-03   -19649.675666537118
        -9888  3.25911E+00  3.24477E+00 -5.99827E-01 -2.07858E-01  7.72103E-01  1.09997E+00  3.21805E-01  1.99887E-01  7.01274E-01  2.29284E+00  1.02754E-01  1.00000E+00  8.72205E-03 -3.77543E-04  5.66041E-03 -4.61881E-04 -1.36099E-03  5.85583E-03 -2.34665E-03  2.60012E-06 -1.70527E-03  6.42901E-03   -19610.673105760943
        -9887  3.29702E+00  3.28159E+00 -6.14289E-01 -2.16768E-01  7.66718E-01  1.08777E+00  3.25887E-01  2.02979E-01  6.95704E-01  2.29960E+00  1.03930E-01  1.00000E+00  1.00091E-02 -4.60704E-04  6.51484E-03 -1.81968E-05 -1.10727E-03  5.50133E-03 -2.88021E-03 -6.01416E-04 -1.94238E-03  7.43502E-03   -19466.421619850149
        -9886  3.29248E+00  3.24298E+00 -6.11861E-01 -2.05215E-01  7.63180E-01  1.13340E+00  3.24915E-01  1.92090E-01  6.95111E-01  2.30474E+00  1.03437E-01  1.00000E+00  9.16856E-03 -1.96476E-04  6.38584E-03 -1.39641E-03 -7.41898E-04  5.88799E-03 -1.93181E-03 -7.71565E-04 -1.56392E-03  6.01424E-03   -19599.303069196409
        -9885  3.28509E+00  3.25913E+00 -6.09326E-01 -2.13727E-01  7.14821E-01  1.19641E+00  3.45114E-01  1.77639E-01  6.96388E-01  2.30293E+00  1.02436E-01  1.00000E+00  9.85084E-03  1.82778E-04  6.96217E-03 -1.51863E-03 -1.02400E-03  6.42421E-03 -1.97112E-03 -7.37682E-04 -1.95322E-03  6.51620E-03   -19645.231296998576
        -9884  3.37241E+00  3.27831E+00 -6.33676E-01 -2.13176E-01  7.15886E-01  1.16313E+00  3.43012E-01  1.84482E-01  6.91628E-01  2.29897E+00  1.02418E-01  1.00000E+00  9.49498E-03  4.78017E-04  7.07935E-03 -1.18958E-03 -7.41077E-04  6.15748E-03 -2.14396E-03 -4.94122E-04 -2.02551E-03  5.87296E-03   -19560.520344696637
        -9883  3.28920E+00  3.27820E+00 -6.12623E-01 -2.13847E-01  7.45915E-01  1.12973E+00  3.30300E-01  1.92475E-01  6.93493E-01  2.29986E+00  1.03414E-01  1.00000E+00  7.88011E-03 -1.10261E-04  7.08474E-03 -6.38034E-04 -5.60898E-04  5.96291E-03 -1.57406E-03 -1.40067E-04 -2.11632E-03  5.15794E-03   -19541.619824768135
        -9882  3.34092E+00  3.28539E+00 -6.25538E-01 -2.17949E-01  7.16007E-01  1.14476E+00  3.40873E-01  1.91620E-01  6.96821E-01  2.29347E+00  1.04714E-01  1.00000E+00  8.92278E-03 -2.48784E-04  7.39081E-03 -1.15269E-03 -1.09257E-03  6.05637E-03 -2.09340E-03  7.40812E-06 -2.01451E-03  5.68145E-03   -19603.600075273462
        -9881  3.34340E+00  3.28437E+00 -6.22296E-01 -2.13459E-01  6.98931E-01  1.13142E+00  3.46211E-01  1.95659E-01  6.79311E-01  2.29355E+00  1.04714E-01  1.00000E+00  9.63155E-03 -7.14869E-04  7.16278E-03 -5.33315E-04 -1.47332E-03  6.40199E-03 -2.29609E-03  3.37484E-04 -2.54252E-03  5.40997E-03   -19551.122398235566
        -9880  3.33113E+00  3.19518E+00 -6.24615E-01 -1.92924E-01  7.08389E-01  1.11521E+00  3.44848E-01  1.98906E-01  6.89292E-01  2.29562E+00  1.05575E-01  1.00000E+00  9.41079E-03 -1.57336E-04  8.47321E-03 -1.92464E-04 -1.32480E-03  7.53898E-03 -2.64851E-03  2.91163E-04 -3.05489E-03  6.03663E-03   -19645.808901887402
        -9879  3.31547E+00  3.27375E+00 -6.19617E-01 -2.13837E-01  7.11665E-01  1.10737E+00  3.44295E-01  2.01607E-01  6.82852E-01  2.29363E+00  1.04430E-01  1.00000E+00  8.98152E-03  2.55170E-04  8.12113E-03 -4.97378E-04 -1.17745E-03  5.14074E-03 -2.32905E-03  1.50874E-04 -1.72784E-03  5.15121E-03   -19546.133061211716
        -9878  3.27043E+00  3.29646E+00 -6.04426E-01 -2.20954E-01  7.42318E-01  1.09259E+00  3.32106E-01  2.08602E-01  6.85991E-01  2.29708E+00  1.06726E-01  1.00000E+00  1.06059E-02  7.91280E-04  8.86732E-03 -1.24633E-03 -1.14407E-03  5.29957E-03 -2.81688E-03  2.57569E-04 -1.80552E-03  5.46622E-03   -19413.388374141228
        -9877  3.31259E+00  3.27947E+00 -6.18006E-01 -2.18988E-01  7.63722E-01  1.08223E+00  3.25094E-01  2.04635E-01  6.89511E-01  2.29595E+00  1.06726E-01  1.00000E+00  1.01557E-02  1.70657E-04  8.28773E-03 -5.76243E-04 -7.42344E-04  5.38742E-03 -2.82086E-03 -2.58242E-05 -1.96886E-03  5.77094E-03   -19495.938430261220
        -9876  3.30692E+00  3.25038E+00 -6.11419E-01 -2.08389E-01  8.39464E-01  1.08093E+00  3.07246E-01  2.07611E-01  6.90779E-01  2.29111E+00  1.02450E-01  1.00000E+00  9.90002E-03 -5.26097E-04  9.59502E-03 -4.56222E-04 -1.58335E-03  5.96520E-03 -3.50157E-03  6.69607E-04 -1.66436E-03  6.70187E-03   -19521.858242746701
        -9875  3.37500E+00  3.24027E+00 -6.34846E-01 -2.05896E-01  7.63638E-01  1.06164E+00  3.29469E-01  2.20559E-01  6.87645E-01  2.29835E+00  1.02450E-01  1.00000E+00  1.12777E-02 -1.48414E-03  9.43744E-03 -4.29664E-04 -1.02934E-03  5.24545E-03 -3.67092E-03 -5.69805E-04 -1.46073E-03  6.37181E-03   -19503.193657511201
        -9874  3.31561E+00  3.27373E+00 -6.23421E-01 -2.15442E-01  7.79491E-01  1.08091E+00  3.23175E-01  2.13165E-01  6.85601E-01  2.30027E+00  1.02446E-01  1.00000E+00  9.52348E-03 -8.04871E-04  8.54019E-03 -7.09295E-04 -9.80871E-04  6.48203E-03 -2.17924E-03 -1.71932E-03 -2.29454E-03  7.72305E-03   -19523.242105221605
        -9873  3.35080E+00  3.23569E+00 -6.24344E-01 -2.00875E-01  7.14802E-01  1.09671E+00  3.40490E-01  2.05844E-01  6.88742E-01  2.29075E+00  1.03372E-01  1.00000E+00  1.03407E-02 -1.10587E-03  9.47616E-03 -1.14574E-03 -8.03938E-04  4.87965E-03 -2.44130E-03 -2.24288E-03 -1.54917E-03  7.83436E-03   -19564.452984238520
        -9872  3.30325E+00  3.20658E+00 -6.13674E-01 -1.95340E-01  6.77242E-01  1.11693E+00  3.53608E-01  2.00974E-01  6.96310E-01  2.29145E+00  1.05161E-01  1.00000E+00  1.06014E-02 -1.30632E-03  1.00295E-02 -1.66693E-03 -1.49639E-03  4.86447E-03 -2.66041E-03 -1.14448E-03 -6.43844E-04  6.88647E-03   -19440.933812618307
        -9871  3.27810E+00  3.23619E+00 -6.02304E-01 -2.03481E-01  7.58740E-01  1.14830E+00  3.28846E-01  1.90896E-01  6.81730E-01  2.30583E+00  1.05490E-01  1.00000E+00  8.77803E-03  6.98835E-05  1.00721E-02 -1.07477E-03 -2.75042E-03  5.47723E-03 -2.82645E-03 -9.92576E-04 -1.18392E-03  7.28504E-03   -19468.315683079243
        -9870  3.29843E+00  3.27554E+00 -6.08202E-01 -2.11575E-01  7.46777E-01  1.08650E+00  3.31318E-01  2.08008E-01  6.90130E-01  2.29369E+00  1.05818E-01  1.00000E+00  9.62652E-03  1.67757E-04  9.31418E-03 -2.17247E-03 -2.03231E-03  5.76463E-03 -3.44922E-03 -1.56012E-03 -5.86142E-04  7.17501E-03   -19412.125700452259
