TABLE NO.     2: MCMC Bayesian Analysis: Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION: Problem=1 Subproblem=0 Superproblem1=0 Iteration1=0 Superproblem2=0 Iteration2=0
 ITERATION    THETA1       THETA2       THETA3       THETA4       THETA5       THETA6       THETA7       THETA8       SIGMA(1,1)   SIGMA(2,1)   SIGMA(2,2)   OMEGA(1,1)   OMEGA(2,1)   OMEGA(2,2)   OMEGA(3,1)   OMEGA(3,2)   OMEGA(3,3)   OMEGA(4,1)   OMEGA(4,2)   OMEGA(4,3)   OMEGA(4,4)   OMEGA(5,1)   OMEGA(5,2)   OMEGA(5,3)   OMEGA(5,4)   OMEGA(5,5)   OMEGA(6,1)   OMEGA(6,2)   OMEGA(6,3)   OMEGA(6,4)   OMEGA(6,5)   OMEGA(6,6)   OMEGA(7,1)   OMEGA(7,2)   OMEGA(7,3)   OMEGA(7,4)   OMEGA(7,5)   OMEGA(7,6)   OMEGA(7,7)   OMEGA(8,1)   OMEGA(8,2)   OMEGA(8,3)   OMEGA(8,4)   OMEGA(8,5)   OMEGA(8,6)   OMEGA(8,7)   OMEGA(8,8)   MCMCOBJ
        -3970  3.84217E+00 -2.19781E+00  5.58246E-01 -1.04415E-01  2.24542E+00  2.81547E-01  3.72710E+00 -7.02780E-01  7.37031E-03  0.00000E+00  2.01579E-02  1.71621E-01  1.89664E-02  1.98312E-01  4.95410E-02 -1.25507E-02  1.15136E-01  3.96837E-02  9.42249E-02 -1.20631E-02  2.49136E-01  3.19029E-02  6.33097E-02  3.51165E-02 -4.54935E-02  1.96222E-01 -2.95979E-02  3.14391E-02 -7.10244E-03  1.10580E-01 -1.10582E-01  2.98031E-01  2.66376E-02 -1.14174E-02  4.83329E-02 -7.05463E-02  4.96032E-02 -1.25950E-02  2.16010E-01  1.00538E-01  1.29871E-01  5.02695E-02  6.69932E-02  7.00427E-02 -7.15695E-02  3.01987E-02  2.99763E-01   -6694.62810019649
        -3969  3.97575E+00 -2.11410E+00  4.90211E-01 -1.36023E-01  2.28809E+00  2.74919E-01  3.70374E+00 -6.68044E-01  8.07430E-03  0.00000E+00  2.12693E-02  3.25244E-01 -3.18315E-02  1.88913E-01  5.11185E-02  3.64380E-03  1.40170E-01  9.65473E-02  3.94568E-02 -3.74962E-02  3.05714E-01  7.57758E-02  1.98607E-02 -6.00507E-02  2.32221E-03  2.50664E-01 -2.24665E-02 -2.83183E-02  9.47667E-02  1.88049E-02 -1.65191E-01  3.13259E-01  2.30417E-02 -3.86074E-02  4.77095E-02 -5.34380E-02  4.34704E-03  5.84312E-02  2.45751E-01  7.24606E-02  1.14298E-01  5.07810E-02  3.80962E-02  2.51230E-04 -3.40825E-02  6.28480E-02  2.32832E-01   -6714.13951493515
        -3968  3.96851E+00 -2.22715E+00  5.07190E-01 -1.07192E-01  2.36578E+00  1.98113E-01  3.72617E+00 -7.14174E-01  7.76917E-03  0.00000E+00  1.99435E-02  2.29796E-01 -3.10256E-02  1.83671E-01  6.65731E-02 -2.97479E-02  1.18358E-01 -1.48865E-02  1.04941E-01 -4.93483E-02  2.70152E-01  5.69225E-02  1.19046E-02  3.13520E-03 -2.04633E-03  2.46379E-01 -2.86015E-02  5.06430E-02  3.28128E-02  4.57997E-02 -1.04133E-01  2.56549E-01  2.51930E-02  1.93149E-02  5.27898E-02 -2.63530E-02  2.70605E-02  1.45489E-02  1.89364E-01  7.91609E-02  5.41515E-02  5.18394E-02 -1.95025E-02  1.91349E-02 -3.82569E-03  8.06968E-02  1.73782E-01   -6694.95024716338
        -3967  3.95172E+00 -2.21750E+00  5.35087E-01 -3.15476E-01  2.40247E+00  1.69681E-01  3.82440E+00 -6.73634E-01  7.52029E-03  0.00000E+00  2.07009E-02  2.44033E-01 -4.28970E-02  1.26220E-01  5.67517E-02 -1.05093E-02  9.62382E-02  4.27183E-02  5.01127E-02 -2.98262E-02  2.08159E-01 -2.68365E-02  2.11041E-02 -4.22817E-02 -2.86344E-02  1.78988E-01  1.90473E-02 -1.61822E-02  3.15383E-02  8.07101E-03 -5.20611E-02  1.60616E-01 -6.52527E-02  1.72937E-02 -2.52255E-02 -5.07432E-02  4.48155E-02 -1.03278E-02  2.24125E-01  6.72665E-02  7.54797E-02  2.45068E-02  7.99861E-02 -4.38810E-02 -9.34913E-03  2.82296E-02  2.00514E-01   -6693.71871253101
        -3966  4.03531E+00 -2.18876E+00  5.73037E-01 -1.24038E-01  2.29945E+00  1.81115E-01  3.67517E+00 -6.55753E-01  8.25836E-03  0.00000E+00  1.91721E-02  3.60707E-01 -8.45028E-03  1.64408E-01  5.37378E-03  7.42382E-03  1.04866E-01  1.63853E-02  5.65079E-02 -9.41735E-03  2.39088E-01  7.53473E-02  6.34115E-02 -2.40436E-02 -2.52242E-02  2.89826E-01 -6.99143E-02 -2.64106E-02  2.36994E-02 -3.96872E-03 -1.42547E-01  1.96962E-01  3.08025E-02 -2.22454E-02  3.01915E-02 -6.37828E-02  1.01573E-02  5.42710E-03  1.74359E-01  1.08651E-01  8.47194E-02  3.61895E-02  3.89027E-02  3.02188E-02 -4.69770E-02  1.67841E-02  1.96161E-01   -6691.96911039877
        -3965  3.91568E+00 -2.26811E+00  6.35609E-01 -9.46449E-02  2.24865E+00  2.22787E-01  3.74878E+00 -7.41283E-01  8.40293E-03  0.00000E+00  1.89048E-02  2.54349E-01 -1.31434E-02  1.36210E-01  6.51863E-02 -1.65114E-02  1.02688E-01  2.11267E-02  4.94667E-02 -3.84565E-02  1.97926E-01  1.80875E-02  2.95385E-02  4.18311E-03 -2.23003E-02  1.68423E-01 -9.46237E-02 -1.12343E-02 -4.26017E-02  3.55319E-02 -7.99004E-02  2.58543E-01  5.98929E-02 -5.79297E-02  4.32326E-02 -7.93400E-02 -1.50375E-02 -6.39304E-02  2.45438E-01  1.37680E-01  5.26803E-02  4.43636E-02  6.45907E-03 -2.28055E-02 -1.33827E-01  8.79919E-02  2.81002E-01   -6674.91183617292
        -3964  4.01165E+00 -2.28985E+00  6.05098E-01 -1.30904E-01  2.28710E+00  1.91527E-01  3.76267E+00 -7.12066E-01  8.27000E-03  0.00000E+00  2.24363E-02  2.97230E-01 -3.09074E-02  1.81944E-01  3.60436E-02 -3.50354E-02  1.26000E-01  6.44652E-02  4.10809E-02  4.41163E-03  2.62407E-01  1.68087E-03  3.46474E-02 -6.66486E-02 -6.60848E-02  2.93091E-01 -8.57040E-02 -3.18014E-02  5.14630E-02  4.98315E-02 -1.89859E-01  2.94854E-01  4.58938E-02 -2.60950E-02  5.06350E-02 -3.03061E-02 -5.63049E-02  3.32959E-02  2.50941E-01  1.35982E-01  1.53800E-01  2.90782E-02  6.06895E-02 -5.60642E-02 -7.38536E-02  7.93814E-02  3.67510E-01   -6676.59961577938
        -3963  3.94559E+00 -2.19131E+00  5.15698E-01 -1.89495E-02  2.27925E+00  2.84666E-01  3.66612E+00 -7.09780E-01  8.24608E-03  0.00000E+00  2.04350E-02  2.37534E-01 -3.02319E-02  1.43268E-01  1.88666E-02 -2.09792E-02  1.33882E-01  3.55583E-02  6.54029E-02  1.71789E-03  2.59555E-01  2.56140E-02  3.18805E-02 -4.43450E-02 -6.10041E-02  2.71732E-01 -6.78292E-02  1.20776E-02  5.59450E-02  4.69636E-02 -9.91973E-02  2.77242E-01  5.95649E-03 -9.98371E-03  2.65389E-02 -6.08282E-02  1.13889E-02  9.54118E-03  1.54892E-01  8.63564E-02  5.91870E-02  3.12352E-02  2.90831E-02 -1.52650E-02 -5.31105E-02  5.27659E-02  1.84074E-01   -6683.28437311675
        -3962  3.92412E+00 -2.13699E+00  5.14799E-01 -1.29238E-01  2.33734E+00  2.26401E-01  3.76178E+00 -6.64732E-01  8.32790E-03  0.00000E+00  2.17728E-02  2.53417E-01 -1.44301E-03  1.68167E-01  2.53332E-02  7.53981E-03  8.43458E-02  4.10960E-02  9.60976E-03 -7.32040E-03  2.77690E-01  5.50067E-03 -5.11713E-03 -8.62732E-03 -1.11552E-01  2.23213E-01 -3.56768E-03 -7.22335E-04  1.70703E-02  7.66696E-02 -1.40228E-01  2.37486E-01  4.56484E-04 -4.49840E-02 -2.09941E-02 -1.40415E-01  6.89865E-02 -4.23499E-02  3.43199E-01  1.14211E-01  8.55422E-02  6.36691E-03  6.01224E-03  1.29843E-02 -4.58774E-02  6.23771E-02  1.82407E-01   -6654.82041506666
        -3961  3.95512E+00 -2.22733E+00  4.63418E-01 -1.89758E-01  2.23856E+00  3.30657E-01  3.72290E+00 -7.09808E-01  7.66704E-03  0.00000E+00  2.01239E-02  4.37099E-01 -7.74589E-02  1.55063E-01  9.21868E-02 -2.43299E-02  1.08012E-01 -2.67287E-02  4.45211E-02 -3.82132E-02  2.30783E-01  7.29147E-02  2.74905E-02  1.69409E-02 -2.89497E-02  1.51126E-01 -1.35196E-01  3.35198E-02  1.59727E-03  2.93321E-02 -6.49266E-02  2.25859E-01  1.47827E-01 -1.39970E-02  3.90733E-02 -5.73438E-02  5.62469E-02  1.48326E-02  3.88029E-01  1.48980E-01  5.60717E-02  2.88058E-02  2.03052E-02  3.82532E-02 -7.37503E-02  1.27430E-01  2.03010E-01   -6657.10059581342
        -3960  4.00247E+00 -2.15255E+00  5.79329E-01 -1.90175E-01  2.25713E+00  1.39107E-01  3.58683E+00 -7.10239E-01  7.88233E-03  0.00000E+00  1.90611E-02  2.44782E-01  2.45750E-02  2.05328E-01  2.87097E-02 -3.05396E-02  1.04187E-01  3.79648E-03  1.37674E-02 -6.69636E-03  1.72145E-01  1.55037E-02  4.16007E-02  2.63495E-03 -3.17600E-02  1.90934E-01 -1.49673E-02 -2.98262E-02  2.87324E-02  5.57871E-02 -7.93052E-02  2.77012E-01 -2.66088E-03  2.48826E-02  1.73700E-02 -4.03973E-02  2.86312E-02 -3.92167E-02  2.46720E-01  1.17553E-01  1.56575E-01  1.47393E-02  1.54155E-02  4.44821E-02 -1.04596E-01  7.71111E-02  2.72906E-01   -6704.48282350269
        -3959  3.84163E+00 -2.18136E+00  5.67430E-01 -2.81168E-01  2.24175E+00  1.77956E-01  3.86479E+00 -6.64911E-01  7.69240E-03  0.00000E+00  2.12572E-02  2.10008E-01 -9.09859E-03  1.66056E-01  7.02459E-02 -2.75784E-03  1.03305E-01  2.05592E-02  7.96943E-02 -1.19319E-02  2.11133E-01 -1.60900E-03  1.23778E-02 -1.91499E-02  4.16518E-03  1.66428E-01  2.48471E-03 -1.57297E-02  3.55418E-02  1.85366E-02 -1.19720E-01  2.72977E-01  2.59811E-02 -1.72563E-02  5.15291E-02 -4.56007E-02  9.64420E-03  8.69808E-03  2.14535E-01  9.95694E-02  9.76344E-02  6.94222E-02  5.05461E-02 -2.48606E-02 -2.01830E-02  7.37335E-02  2.28368E-01   -6682.24800133328
        -3958  4.00552E+00 -2.23406E+00  5.72063E-01 -1.67224E-01  2.34549E+00  2.72493E-01  3.80042E+00 -7.55677E-01  8.27363E-03  0.00000E+00  2.08059E-02  2.81304E-01 -6.38145E-02  1.39788E-01  4.93572E-02 -4.43789E-03  1.52458E-01  3.28621E-02  5.35447E-02 -4.36668E-02  2.78979E-01  5.42149E-03  3.78863E-02  3.60123E-02 -8.82250E-03  1.73674E-01 -1.53700E-02  2.94374E-02  6.27182E-02  6.10601E-03 -4.89623E-02  2.48643E-01  1.12256E-02 -7.66985E-03  6.86419E-02 -9.25787E-02  6.62678E-02  2.46708E-02  3.47147E-01  6.95270E-02  4.87650E-02  2.11035E-02  4.16768E-02  1.61673E-02 -3.70209E-02  1.23117E-01  2.03390E-01   -6691.31769445039
        -3957  3.95932E+00 -2.16251E+00  5.30260E-01 -1.52137E-01  2.33215E+00  1.89623E-01  3.66173E+00 -7.05910E-01  8.47267E-03  0.00000E+00  1.98879E-02  2.49640E-01 -5.26348E-02  1.92579E-01  4.68576E-02  4.95159E-03  1.09523E-01  1.23612E-02  5.73349E-02 -2.78023E-03  1.88270E-01 -2.87536E-02  3.42991E-02 -2.86703E-02  3.50500E-04  2.31063E-01 -3.98311E-02 -1.97214E-03  2.73898E-02 -5.26734E-02 -6.27013E-02  1.92565E-01  5.92330E-02 -5.16105E-03  3.01142E-02 -3.48801E-02 -1.59264E-02  1.35835E-02  1.57855E-01  1.20432E-01  1.02670E-01  5.11136E-02  7.10495E-02 -5.38833E-02 -8.00443E-02  6.82864E-02  3.06687E-01   -6655.20473764929
        -3956  3.85816E+00 -2.17220E+00  5.62654E-01 -1.48046E-01  2.26925E+00  3.14583E-01  3.62439E+00 -8.32943E-01  8.28481E-03  0.00000E+00  2.16288E-02  2.42298E-01 -3.63652E-02  2.35189E-01  5.11197E-02 -2.60077E-02  7.17752E-02  1.30606E-02  7.25831E-02 -2.50925E-02  2.69639E-01  4.99836E-02  8.37536E-02  1.91793E-02 -2.36597E-02  2.10176E-01 -5.25162E-02  4.89411E-02 -1.91274E-02  1.72866E-02 -3.84849E-02  2.62686E-01 -2.60275E-02 -4.39646E-02  2.07212E-03 -7.13804E-02  2.57790E-03  7.53401E-02  2.22108E-01  8.16035E-02  7.19503E-02  2.09175E-02  4.94957E-02  1.76327E-02 -4.84554E-02  5.73695E-03  1.95921E-01   -6653.14511151750
        -3955  3.92590E+00 -2.13997E+00  5.50194E-01 -3.01321E-01  2.34818E+00  3.39515E-01  3.75834E+00 -7.13937E-01  7.95115E-03  0.00000E+00  2.05396E-02  2.55429E-01 -4.10669E-02  1.69229E-01  7.60226E-03 -3.63747E-02  1.24369E-01  4.04416E-02  4.70729E-02 -2.10384E-02  2.51289E-01  6.99299E-02  4.77266E-02 -3.15443E-02  6.57146E-03  2.01251E-01 -1.05164E-01  3.72346E-02  4.64582E-02  3.13954E-02 -6.42902E-02  2.35465E-01  4.87157E-02 -5.07597E-02  3.00827E-02 -8.30092E-02  6.26614E-03 -1.89217E-02  2.16863E-01  8.80016E-02  5.19378E-02  4.19860E-03  5.37207E-02  3.77370E-02 -4.10635E-02  4.41682E-02  1.52021E-01   -6686.37035475209
        -3954  3.88707E+00 -2.12848E+00  5.09326E-01 -2.52119E-01  2.36292E+00  1.71366E-01  3.57821E+00 -7.90743E-01  8.59801E-03  0.00000E+00  2.04741E-02  1.64009E-01 -1.71101E-02  1.57931E-01  4.06253E-02 -2.78563E-02  9.92878E-02  3.34980E-02  3.41677E-02 -2.05049E-02  2.24946E-01  3.35226E-03  5.13397E-02 -2.50228E-02 -4.00298E-02  1.61434E-01 -1.24354E-02 -2.74833E-02  4.68804E-02  4.01605E-02 -9.61451E-02  3.31435E-01  1.78656E-02 -4.73775E-02  2.22742E-03 -9.76017E-02  3.93340E-02 -3.63598E-02  3.48286E-01  6.81244E-02  1.10032E-01  3.08694E-03  3.21313E-02  2.81219E-02 -1.14042E-01  6.36633E-02  2.64832E-01   -6677.02010035726
        -3953  3.98671E+00 -2.14712E+00  5.07707E-01 -1.04784E-01  2.31661E+00  2.28967E-01  3.74553E+00 -7.09032E-01  9.03162E-03  0.00000E+00  2.03367E-02  2.38432E-01 -5.80965E-02  1.70779E-01  2.68721E-02  2.70007E-02  1.01216E-01 -1.11245E-02  6.98137E-03 -1.71827E-02  2.94683E-01  4.60816E-02  4.44013E-02  2.11330E-02 -5.39743E-02  2.40284E-01 -3.21281E-02  2.17822E-02  1.91758E-02  3.91360E-02 -6.81868E-02  1.56418E-01  2.63111E-02 -1.51819E-02  3.57408E-02 -8.39269E-02  2.46735E-02 -6.01009E-03  1.82329E-01  8.40414E-02  6.92919E-02  4.15892E-02  3.22760E-02  4.69684E-02 -6.41781E-02  4.63420E-02  2.34045E-01   -6681.81232918268
        -3952  3.97416E+00 -2.21592E+00  5.46844E-01 -1.66551E-01  2.31999E+00  1.51974E-01  3.64860E+00 -6.79777E-01  7.34141E-03  0.00000E+00  2.09745E-02  2.91599E-01 -1.18009E-01  2.75456E-01  5.77744E-02 -5.85480E-02  9.84082E-02 -8.70734E-03  7.89322E-02 -4.25158E-02  1.72094E-01  2.15934E-02 -4.51763E-02  4.21133E-02 -3.86299E-02  2.03254E-01 -3.96577E-02  8.50276E-02  9.28116E-03  4.07699E-02 -6.86949E-02  2.41464E-01  2.06585E-02 -4.07621E-03  2.99065E-02 -5.24067E-02  5.08316E-02 -5.29466E-02  2.06846E-01  4.87980E-02  8.42891E-02  1.56273E-02  2.84626E-02 -9.80218E-03 -2.32580E-02  6.69153E-02  1.82492E-01   -6692.75949297077
        -3951  3.98122E+00 -2.30262E+00  5.38244E-01 -3.89770E-01  2.42410E+00  1.09218E-01  3.67853E+00 -7.03713E-01  7.68906E-03  0.00000E+00  2.19509E-02  2.26367E-01 -3.70349E-02  1.46201E-01  2.01723E-02 -7.76294E-03  1.10985E-01  1.21696E-02  4.19310E-02 -2.62116E-02  2.21900E-01  7.38629E-03  2.31776E-02  4.65389E-03 -3.31199E-02  1.34127E-01 -2.98071E-02 -1.67652E-02  5.41827E-02 -1.86606E-03 -4.51172E-02  1.87230E-01 -8.89553E-03 -3.89526E-02  4.98782E-02 -6.85196E-02 -5.46021E-03  6.02628E-02  2.18044E-01  7.60149E-02  5.59065E-02  1.14747E-02  3.75641E-02 -1.93588E-02 -3.60250E-02  2.02873E-02  1.73253E-01   -6664.70422335730
        -3950  3.85928E+00 -2.14809E+00  6.03940E-01 -2.15392E-01  2.32257E+00  1.75736E-01  3.77497E+00 -6.75623E-01  8.03765E-03  0.00000E+00  2.10582E-02  3.46812E-01 -2.50720E-02  1.75035E-01  3.48131E-02  9.73362E-04  8.42419E-02  3.29052E-02  5.96910E-02 -3.36662E-02  2.93700E-01  6.05515E-02  3.33629E-02 -2.98202E-04 -2.51184E-02  2.07630E-01 -8.17611E-02  1.33234E-02  4.59586E-02  1.05667E-02 -1.17486E-01  2.61845E-01  2.29291E-02 -3.88572E-02  3.02319E-02 -7.58269E-02 -3.00649E-02  2.66385E-02  2.04248E-01  1.73408E-01  9.98055E-02  4.04022E-02  5.15379E-02  1.15842E-02 -4.01249E-02  5.52920E-02  3.21074E-01   -6664.77351421632
        -3949  3.94952E+00 -2.22443E+00  6.18453E-01 -2.03742E-01  2.25870E+00  3.73671E-01  3.77152E+00 -5.78926E-01  8.08206E-03  0.00000E+00  2.29613E-02  4.24209E-01 -7.16748E-02  2.12931E-01  7.72446E-02 -2.86166E-02  1.62687E-01 -9.67111E-02  9.79577E-03 -1.11911E-02  2.39101E-01  5.88942E-02  6.65691E-02  2.35051E-02 -6.35330E-02  2.40622E-01  3.72542E-04  1.93509E-03  6.31130E-02 -6.04914E-03 -1.06321E-01  2.18655E-01  8.46374E-02 -2.42572E-02  6.39787E-02 -3.38040E-02  3.14188E-02  1.56392E-02  1.96183E-01  1.38772E-01  1.26395E-01  2.91081E-02 -2.94137E-03  3.31157E-02 -2.05558E-02  7.63315E-02  3.38609E-01   -6610.01053756598
        -3948  3.86825E+00 -2.21328E+00  6.55096E-01 -1.52353E-01  2.24321E+00  2.91836E-01  3.75290E+00 -5.98376E-01  9.29964E-03  0.00000E+00  2.23307E-02  3.17850E-01 -9.24132E-02  2.49328E-01  3.90912E-02 -3.84556E-02  1.32283E-01  9.63624E-04  1.00040E-01 -2.86230E-02  2.85876E-01  1.94593E-02 -3.09656E-02  9.13811E-03 -8.21616E-02  2.52166E-01 -6.85126E-03  6.26355E-02  1.66402E-02  5.36804E-02 -1.62566E-01  3.28393E-01 -1.64675E-02 -1.23567E-01  8.28472E-02 -1.48516E-01  1.20579E-01 -8.05408E-02  4.01809E-01  2.09106E-02  9.01815E-02  2.44120E-02 -1.18694E-02  1.67633E-02 -3.95550E-02  2.98363E-02  1.90803E-01   -6634.42569269695
        -3947  3.77579E+00 -2.20093E+00  5.58965E-01 -2.19967E-01  2.23516E+00  2.76192E-01  3.75926E+00 -7.72858E-01  8.51888E-03  0.00000E+00  2.06453E-02  2.80875E-01 -1.30501E-01  3.46617E-01  1.22855E-02  1.09444E-02  1.73366E-01 -1.58662E-02  1.08359E-01 -2.53725E-02  2.71691E-01  6.50397E-02 -1.75742E-02 -4.32718E-02 -3.05558E-02  1.81953E-01 -6.69697E-03 -5.95814E-02  1.01659E-02 -1.14227E-02 -2.60037E-02  2.95991E-01  4.01943E-02 -1.21045E-02  5.43985E-02 -6.62125E-02 -4.85082E-02 -1.85385E-02  2.55770E-01  3.92705E-02  2.10167E-01  7.31194E-02  8.56665E-02 -5.49855E-02 -1.30584E-01  9.08164E-02  3.54395E-01   -6660.05939186312
        -3946  3.90762E+00 -2.21969E+00  5.30685E-01 -2.65937E-01  2.22883E+00  2.41035E-01  3.79807E+00 -6.79481E-01  7.76840E-03  0.00000E+00  2.00963E-02  2.33566E-01 -2.08528E-02  1.62655E-01  2.35260E-02 -3.47300E-02  9.19778E-02  4.66161E-02  7.25255E-02 -4.32504E-02  2.58941E-01  4.50837E-02  1.36337E-02 -3.07354E-03  2.26148E-02  2.06383E-01 -1.81156E-02  1.56818E-02  1.26388E-02 -6.93461E-03 -8.51511E-02  1.74993E-01  1.16883E-02 -1.00861E-02 -1.39024E-03 -5.96014E-02  1.34689E-02  2.59479E-03  2.21973E-01  5.99848E-02  9.91391E-02 -5.55124E-03  7.68175E-02  1.03225E-02 -3.35606E-02  2.71517E-02  2.12523E-01   -6687.18549836562
        -3945  3.93071E+00 -2.29542E+00  5.40390E-01 -2.53940E-01  2.31413E+00  1.83671E-01  3.71520E+00 -8.42288E-01  8.27961E-03  0.00000E+00  2.02452E-02  3.75952E-01 -3.23138E-02  1.63588E-01  3.43376E-02 -3.07149E-02  9.10126E-02  4.03523E-02  8.38183E-02 -3.63559E-03  2.78486E-01  1.88792E-02  7.22345E-02  4.12184E-03  4.92307E-02  2.12655E-01  1.52893E-02  4.19827E-02  2.68198E-02  5.37597E-02 -2.38081E-03  1.69466E-01  6.22139E-02 -1.15202E-04  2.81592E-02 -4.71011E-02  3.84843E-02  3.18215E-03  2.26818E-01  1.27647E-01  4.69310E-02  1.76776E-02  2.18184E-02 -3.01085E-02 -1.61025E-02  9.57800E-02  2.09238E-01   -6661.62856932408
        -3944  3.89998E+00 -2.10517E+00  4.88707E-01 -1.82439E-01  2.35001E+00  1.38274E-01  3.75338E+00 -6.28515E-01  7.66083E-03  0.00000E+00  2.04604E-02  4.91095E-01 -7.55892E-02  2.23242E-01  1.45156E-01 -2.07932E-02  1.67410E-01 -5.08355E-02  7.02095E-02 -1.11418E-01  2.54032E-01  1.18191E-02 -1.68602E-02  1.15531E-02 -8.30811E-02  2.73433E-01  3.05971E-02 -4.96122E-03  3.67820E-02 -2.79804E-03 -1.04226E-01  2.49451E-01  9.08637E-03 -5.99177E-02  5.68703E-03 -2.24670E-02  9.19894E-03 -7.10055E-02  2.77299E-01  1.77041E-01  9.28306E-02  5.76157E-02  4.32164E-02 -3.77814E-02 -7.56611E-02  5.17068E-02  2.56445E-01   -6639.06439219005
        -3943  4.05185E+00 -2.17177E+00  5.40581E-01 -1.32958E-01  2.25692E+00  1.44795E-01  3.73104E+00 -5.43892E-01  7.47244E-03  0.00000E+00  2.14128E-02  3.09228E-01  7.89949E-03  2.25461E-01  2.11684E-02 -3.02112E-02  9.14357E-02  2.46672E-02  8.80747E-02 -4.89144E-02  2.32783E-01  5.30980E-02  6.68710E-02 -3.23531E-04 -4.17061E-03  2.00993E-01  2.64340E-03 -4.27370E-02  1.51567E-02  1.18273E-02 -6.88518E-02  1.64797E-01  2.16859E-02 -2.93763E-02  3.68046E-02 -8.45184E-02  9.54699E-03 -2.09355E-02  2.17296E-01  1.26656E-01  1.51009E-01  2.17136E-02  4.79680E-02  2.78075E-02 -6.61417E-02  3.15125E-02  2.66613E-01   -6685.84471538129
        -3942  3.92177E+00 -2.24094E+00  5.34598E-01 -1.97485E-01  2.26156E+00  2.02263E-01  3.73847E+00 -6.69432E-01  8.15488E-03  0.00000E+00  2.13120E-02  2.70992E-01 -6.88450E-02  2.55788E-01  1.71041E-02 -6.04419E-04  1.06482E-01  6.10248E-02 -7.32686E-02 -1.91638E-02  3.35919E-01  4.00362E-02  1.17834E-01  4.88357E-03 -5.44337E-02  2.58947E-01 -1.96704E-02 -3.22457E-02  3.82554E-02 -4.99796E-02 -1.08843E-01  2.16584E-01 -4.07588E-02  6.60850E-02  2.71013E-02 -1.22694E-01  3.63206E-02  2.59932E-02  1.90865E-01  2.27428E-02  1.63285E-01  4.80394E-02 -6.65430E-02  4.04665E-02 -9.11580E-03  8.81265E-02  2.51029E-01   -6684.17301463789
        -3941  4.00142E+00 -2.23215E+00  5.83058E-01 -2.29865E-01  2.28468E+00  3.19821E-01  3.71797E+00 -6.99828E-01  8.06752E-03  0.00000E+00  1.96934E-02  2.38090E-01  3.16949E-02  2.18994E-01  3.47018E-02  1.00805E-02  1.08050E-01  2.39449E-02  5.52400E-02 -4.09533E-02  2.11138E-01 -9.48021E-03  1.75994E-02  1.84985E-02 -4.07807E-02  1.39977E-01  1.17947E-02  3.89485E-02 -3.07485E-03  4.44363E-02 -8.98539E-02  2.04464E-01 -3.70151E-02 -3.48329E-02  5.36360E-02 -7.60340E-02  1.71700E-02 -4.38784E-02  2.62784E-01  1.11361E-01  1.37877E-01  6.66690E-02  3.22016E-02 -7.38663E-03 -1.74815E-02  4.20740E-02  2.47147E-01   -6676.93600719829
        -3940  3.97323E+00 -2.27015E+00  4.94061E-01 -9.23468E-02  2.16438E+00  2.90144E-01  3.67432E+00 -7.51350E-01  8.32900E-03  0.00000E+00  2.08198E-02  3.31259E-01  1.99907E-02  2.06623E-01  6.89761E-02  1.89507E-02  1.00642E-01  1.22740E-01  1.44057E-01  2.10965E-03  4.89719E-01  8.07240E-02  4.90250E-02  3.79213E-02 -8.93948E-03  2.70901E-01 -9.30311E-02  4.52207E-02 -8.97432E-03  1.19633E-01 -1.26799E-01  2.78311E-01  1.23510E-02 -6.71474E-02  2.71416E-02 -1.69016E-01 -6.51732E-02 -3.64884E-02  2.68293E-01  2.19037E-01  1.48952E-01  6.85940E-02  2.46687E-01 -4.75528E-02 -3.55148E-03  1.63619E-02  4.39688E-01   -6641.78085013210
        -3939  3.97957E+00 -2.19016E+00  5.59695E-01 -1.35362E-01  2.42669E+00  1.72236E-01  3.61503E+00 -7.15263E-01  8.94504E-03  0.00000E+00  2.11581E-02  2.29252E-01 -5.92850E-02  1.55184E-01  2.61650E-02 -2.55309E-02  1.21791E-01  3.27145E-02  4.52979E-02 -3.89214E-02  2.34488E-01 -2.72261E-02  5.38246E-02 -1.26134E-02 -3.96818E-04  1.88476E-01 -1.03904E-02 -1.71234E-02 -1.18080E-02 -5.22908E-02 -5.89193E-02  1.73942E-01  1.76859E-02 -6.24394E-02  2.49790E-02 -7.23069E-02 -7.06048E-03  1.40478E-02  2.29337E-01  5.81768E-02  6.86559E-02  4.97314E-02  5.77181E-02 -3.79526E-02 -6.71431E-02  1.14611E-02  2.02413E-01   -6630.07329278954
        -3938  3.94423E+00 -2.16791E+00  5.16399E-01 -1.14855E-01  2.21671E+00  1.89154E-01  3.74589E+00 -6.38998E-01  8.18618E-03  0.00000E+00  2.04050E-02  2.48854E-01 -4.43583E-02  2.42171E-01  1.74626E-02 -1.25498E-02  1.01675E-01  1.12205E-01  4.36865E-02 -2.53123E-02  3.29106E-01  5.74101E-03  1.34054E-02  7.47896E-03 -2.63638E-02  1.61949E-01 -4.32506E-02  4.91953E-02  5.43825E-02 -9.58147E-03 -5.21967E-02  2.48616E-01  2.72895E-02 -8.82023E-02  4.82539E-02 -4.51192E-02  3.43486E-02  2.84048E-02  2.33323E-01  7.87644E-02  5.28980E-02 -6.24312E-03  3.85515E-02  2.00921E-02 -7.95134E-02  2.66970E-02  1.80882E-01   -6637.04795681437
